Edad Simple;Provincias;Sexo;Periodo;Total
1 año;19 Guadalajara;Hombres;1 de julio de 2020;1.125,500000
1 año;19 Guadalajara;Mujeres;1 de julio de 2020;1.069,000000
1 año;21 Huelva;Hombres;1 de julio de 2020;2.246,000000
1 año;21 Huelva;Mujeres;1 de julio de 2020;2.193,500000
1 año;22 Huesca;Hombres;1 de julio de 2020;866,500000
1 año;22 Huesca;Mujeres;1 de julio de 2020;789,000000
1 año;23 Jaén;Hombres;1 de julio de 2020;2.486,500000
1 año;23 Jaén;Mujeres;1 de julio de 2020;2.326,000000
1 año;24 León;Hombres;1 de julio de 2020;1.304,500000
1 año;24 León;Mujeres;1 de julio de 2020;1.224,500000
1 año;25 Lleida;Hombres;1 de julio de 2020;1.838,000000
1 año;25 Lleida;Mujeres;1 de julio de 2020;1.735,000000
1 año;27 Lugo;Hombres;1 de julio de 2020;950,500000
1 año;27 Lugo;Mujeres;1 de julio de 2020;914,000000
1 año;28 Madrid;Hombres;1 de julio de 2020;29.425,500000
1 año;28 Madrid;Mujeres;1 de julio de 2020;27.813,500000
1 año;29 Málaga;Hombres;1 de julio de 2020;7.085,000000
1 año;29 Málaga;Mujeres;1 de julio de 2020;6.675,500000
1 año;30 Murcia;Hombres;1 de julio de 2020;7.453,000000
1 año;30 Murcia;Mujeres;1 de julio de 2020;7.155,000000
1 año;31 Navarra;Hombres;1 de julio de 2020;2.830,500000
1 año;31 Navarra;Mujeres;1 de julio de 2020;2.692,500000
1 año;32 Ourense;Hombres;1 de julio de 2020;763,500000
1 año;32 Ourense;Mujeres;1 de julio de 2020;730,000000
1 año;34 Palencia;Hombres;1 de julio de 2020;490,500000
1 año;34 Palencia;Mujeres;1 de julio de 2020;477,000000
1 año;35 Palmas, Las;Hombres;1 de julio de 2020;4.032,000000
1 año;35 Palmas, Las;Mujeres;1 de julio de 2020;3.796,000000
1 año;36 Pontevedra;Hombres;1 de julio de 2020;3.166,000000
1 año;36 Pontevedra;Mujeres;1 de julio de 2020;2.899,500000
1 año;26 Rioja, La;Hombres;1 de julio de 2020;1.233,500000
1 año;26 Rioja, La;Mujeres;1 de julio de 2020;1.195,500000
1 año;37 Salamanca;Hombres;1 de julio de 2020;1.049,000000
1 año;37 Salamanca;Mujeres;1 de julio de 2020;986,500000
1 año;38 Santa Cruz de Tenerife;Hombres;1 de julio de 2020;3.604,000000
1 año;38 Santa Cruz de Tenerife;Mujeres;1 de julio de 2020;3.371,000000
1 año;40 Segovia;Hombres;1 de julio de 2020;521,000000
1 año;40 Segovia;Mujeres;1 de julio de 2020;534,500000
1 año;41 Sevilla;Hombres;1 de julio de 2020;8.638,500000
1 año;41 Sevilla;Mujeres;1 de julio de 2020;8.146,000000
1 año;42 Soria;Hombres;1 de julio de 2020;320,500000
1 año;42 Soria;Mujeres;1 de julio de 2020;291,000000
1 año;43 Tarragona;Hombres;1 de julio de 2020;3.537,500000
1 año;43 Tarragona;Mujeres;1 de julio de 2020;3.294,500000
1 año;44 Teruel;Hombres;1 de julio de 2020;494,000000
1 año;44 Teruel;Mujeres;1 de julio de 2020;481,000000
1 año;45 Toledo;Hombres;1 de julio de 2020;3.003,000000
1 año;45 Toledo;Mujeres;1 de julio de 2020;2.873,000000
1 año;46 Valencia/València;Hombres;1 de julio de 2020;10.046,000000
1 año;46 Valencia/València;Mujeres;1 de julio de 2020;9.456,000000
1 año;47 Valladolid;Hombres;1 de julio de 2020;1.770,500000
1 año;47 Valladolid;Mujeres;1 de julio de 2020;1.697,000000
1 año;49 Zamora;Hombres;1 de julio de 2020;450,500000
1 año;49 Zamora;Mujeres;1 de julio de 2020;411,500000
1 año;50 Zaragoza;Hombres;1 de julio de 2020;3.820,000000
1 año;50 Zaragoza;Mujeres;1 de julio de 2020;3.571,000000
1 año;51 Ceuta;Hombres;1 de julio de 2020;424,000000
1 año;51 Ceuta;Mujeres;1 de julio de 2020;464,000000
1 año;52 Melilla;Hombres;1 de julio de 2020;647,500000
1 año;52 Melilla;Mujeres;1 de julio de 2020;600,000000
2 años;02 Albacete;Hombres;1 de julio de 2020;1.678,000000
2 años;02 Albacete;Mujeres;1 de julio de 2020;1.534,500000
2 años;03 Alicante/Alacant;Hombres;1 de julio de 2020;7.965,000000
2 años;03 Alicante/Alacant;Mujeres;1 de julio de 2020;7.518,500000
2 años;04 Almería;Hombres;1 de julio de 2020;3.965,000000
2 años;04 Almería;Mujeres;1 de julio de 2020;3.732,000000
2 años;01 Araba/Álava;Hombres;1 de julio de 2020;1.485,000000
2 años;01 Araba/Álava;Mujeres;1 de julio de 2020;1.397,500000
2 años;33 Asturias;Hombres;1 de julio de 2020;3.145,000000
2 años;33 Asturias;Mujeres;1 de julio de 2020;2.903,000000
2 años;05 Ávila;Hombres;1 de julio de 2020;551,000000
2 años;05 Ávila;Mujeres;1 de julio de 2020;523,000000
2 años;06 Badajoz;Hombres;1 de julio de 2020;2.854,500000
2 años;06 Badajoz;Mujeres;1 de julio de 2020;2.672,000000
2 años;07 Balears, Illes;Hombres;1 de julio de 2020;5.494,000000
2 años;07 Balears, Illes;Mujeres;1 de julio de 2020;5.168,500000
2 años;08 Barcelona;Hombres;1 de julio de 2020;25.450,500000
2 años;08 Barcelona;Mujeres;1 de julio de 2020;23.945,000000
2 años;48 Bizkaia;Hombres;1 de julio de 2020;4.335,500000
2 años;48 Bizkaia;Mujeres;1 de julio de 2020;4.115,000000
2 años;09 Burgos;Hombres;1 de julio de 2020;1.280,500000
2 años;09 Burgos;Mujeres;1 de julio de 2020;1.222,000000
2 años;10 Cáceres;Hombres;1 de julio de 2020;1.383,000000
2 años;10 Cáceres;Mujeres;1 de julio de 2020;1.331,000000
2 años;11 Cádiz;Hombres;1 de julio de 2020;5.590,500000
2 años;11 Cádiz;Mujeres;1 de julio de 2020;5.198,500000
2 años;39 Cantabria;Hombres;1 de julio de 2020;2.086,000000
2 años;39 Cantabria;Mujeres;1 de julio de 2020;2.008,000000
2 años;12 Castellón/Castelló;Hombres;1 de julio de 2020;2.562,500000
2 años;12 Castellón/Castelló;Mujeres;1 de julio de 2020;2.344,000000
2 años;13 Ciudad Real;Hombres;1 de julio de 2020;2.058,000000
2 años;13 Ciudad Real;Mujeres;1 de julio de 2020;1.869,500000
2 años;14 Córdoba;Hombres;1 de julio de 2020;3.334,500000
2 años;14 Córdoba;Mujeres;1 de julio de 2020;3.097,000000
2 años;15 Coruña, A;Hombres;1 de julio de 2020;3.980,000000
2 años;15 Coruña, A;Mujeres;1 de julio de 2020;3.747,000000
2 años;16 Cuenca;Hombres;1 de julio de 2020;704,000000
2 años;16 Cuenca;Mujeres;1 de julio de 2020;699,500000
2 años;20 Gipuzkoa;Hombres;1 de julio de 2020;2.938,000000
2 años;20 Gipuzkoa;Mujeres;1 de julio de 2020;2.730,000000
2 años;17 Girona;Hombres;1 de julio de 2020;3.688,000000
2 años;17 Girona;Mujeres;1 de julio de 2020;3.551,000000
2 años;18 Granada;Hombres;1 de julio de 2020;4.048,500000
2 años;18 Granada;Mujeres;1 de julio de 2020;3.847,500000
2 años;19 Guadalajara;Hombres;1 de julio de 2020;1.188,500000
2 años;19 Guadalajara;Mujeres;1 de julio de 2020;1.147,000000
2 años;21 Huelva;Hombres;1 de julio de 2020;2.337,000000
2 años;21 Huelva;Mujeres;1 de julio de 2020;2.234,000000
2 años;22 Huesca;Hombres;1 de julio de 2020;931,500000
2 años;22 Huesca;Mujeres;1 de julio de 2020;858,000000
2 años;23 Jaén;Hombres;1 de julio de 2020;2.511,500000
2 años;23 Jaén;Mujeres;1 de julio de 2020;2.401,500000
2 años;24 León;Hombres;1 de julio de 2020;1.372,000000
2 años;24 León;Mujeres;1 de julio de 2020;1.332,000000
2 años;25 Lleida;Hombres;1 de julio de 2020;1.944,500000
2 años;25 Lleida;Mujeres;1 de julio de 2020;1.826,000000
2 años;27 Lugo;Hombres;1 de julio de 2020;1.027,000000
2 años;27 Lugo;Mujeres;1 de julio de 2020;1.044,000000
2 años;28 Madrid;Hombres;1 de julio de 2020;31.005,000000
2 años;28 Madrid;Mujeres;1 de julio de 2020;29.358,000000
2 años;29 Málaga;Hombres;1 de julio de 2020;7.533,500000
2 años;29 Málaga;Mujeres;1 de julio de 2020;7.164,000000
2 años;30 Murcia;Hombres;1 de julio de 2020;7.762,000000
2 años;30 Murcia;Mujeres;1 de julio de 2020;7.446,500000
2 años;31 Navarra;Hombres;1 de julio de 2020;2.963,500000
2 años;31 Navarra;Mujeres;1 de julio de 2020;2.881,500000
2 años;32 Ourense;Hombres;1 de julio de 2020;840,000000
2 años;32 Ourense;Mujeres;1 de julio de 2020;819,000000
2 años;34 Palencia;Hombres;1 de julio de 2020;541,000000
2 años;34 Palencia;Mujeres;1 de julio de 2020;502,500000
2 años;35 Palmas, Las;Hombres;1 de julio de 2020;4.321,000000
2 años;35 Palmas, Las;Mujeres;1 de julio de 2020;4.011,000000
2 años;36 Pontevedra;Hombres;1 de julio de 2020;3.460,500000
2 años;36 Pontevedra;Mujeres;1 de julio de 2020;3.174,500000
2 años;26 Rioja, La;Hombres;1 de julio de 2020;1.324,000000
2 años;26 Rioja, La;Mujeres;1 de julio de 2020;1.242,500000
2 años;37 Salamanca;Hombres;1 de julio de 2020;1.068,500000
2 años;37 Salamanca;Mujeres;1 de julio de 2020;1.038,500000
2 años;38 Santa Cruz de Tenerife;Hombres;1 de julio de 2020;3.969,000000
2 años;38 Santa Cruz de Tenerife;Mujeres;1 de julio de 2020;3.700,000000
2 años;40 Segovia;Hombres;1 de julio de 2020;558,500000
2 años;40 Segovia;Mujeres;1 de julio de 2020;551,500000
2 años;41 Sevilla;Hombres;1 de julio de 2020;9.139,500000
2 años;41 Sevilla;Mujeres;1 de julio de 2020;8.629,000000
2 años;42 Soria;Hombres;1 de julio de 2020;325,500000
2 años;42 Soria;Mujeres;1 de julio de 2020;309,500000
2 años;43 Tarragona;Hombres;1 de julio de 2020;3.691,000000
2 años;43 Tarragona;Mujeres;1 de julio de 2020;3.501,000000
2 años;44 Teruel;Hombres;1 de julio de 2020;502,000000
2 años;44 Teruel;Mujeres;1 de julio de 2020;483,000000
2 años;45 Toledo;Hombres;1 de julio de 2020;3.275,500000
2 años;45 Toledo;Mujeres;1 de julio de 2020;3.179,500000
2 años;46 Valencia/València;Hombres;1 de julio de 2020;10.708,000000
2 años;46 Valencia/València;Mujeres;1 de julio de 2020;10.037,500000
2 años;47 Valladolid;Hombres;1 de julio de 2020;1.926,500000
2 años;47 Valladolid;Mujeres;1 de julio de 2020;1.799,500000
2 años;49 Zamora;Hombres;1 de julio de 2020;474,500000
2 años;49 Zamora;Mujeres;1 de julio de 2020;418,000000
2 años;50 Zaragoza;Hombres;1 de julio de 2020;4.098,000000
2 años;50 Zaragoza;Mujeres;1 de julio de 2020;3.839,500000
2 años;51 Ceuta;Hombres;1 de julio de 2020;474,000000
2 años;51 Ceuta;Mujeres;1 de julio de 2020;484,000000
2 años;52 Melilla;Hombres;1 de julio de 2020;656,000000
2 años;52 Melilla;Mujeres;1 de julio de 2020;614,500000
3 años;02 Albacete;Hombres;1 de julio de 2020;1.773,963934
3 años;02 Albacete;Mujeres;1 de julio de 2020;1.626,477367
3 años;03 Alicante/Alacant;Hombres;1 de julio de 2020;8.530,701663
3 años;03 Alicante/Alacant;Mujeres;1 de julio de 2020;7.945,128233
3 años;04 Almería;Hombres;1 de julio de 2020;4.055,025714
3 años;04 Almería;Mujeres;1 de julio de 2020;3.939,398530
3 años;01 Araba/Álava;Hombres;1 de julio de 2020;1.583,651727
3 años;01 Araba/Álava;Mujeres;1 de julio de 2020;1.519,332770
3 años;33 Asturias;Hombres;1 de julio de 2020;3.298,068650
3 años;33 Asturias;Mujeres;1 de julio de 2020;3.154,702031
3 años;05 Ávila;Hombres;1 de julio de 2020;592,076912
3 años;05 Ávila;Mujeres;1 de julio de 2020;575,798192
3 años;06 Badajoz;Hombres;1 de julio de 2020;3.031,942513
3 años;06 Badajoz;Mujeres;1 de julio de 2020;2.820,330450
3 años;07 Balears, Illes;Hombres;1 de julio de 2020;5.687,754884
3 años;07 Balears, Illes;Mujeres;1 de julio de 2020;5.379,628187
3 años;08 Barcelona;Hombres;1 de julio de 2020;26.878,814571
3 años;08 Barcelona;Mujeres;1 de julio de 2020;25.272,375397
3 años;48 Bizkaia;Hombres;1 de julio de 2020;4.689,747679
3 años;48 Bizkaia;Mujeres;1 de julio de 2020;4.408,990383
3 años;09 Burgos;Hombres;1 de julio de 2020;1.384,745814
3 años;09 Burgos;Mujeres;1 de julio de 2020;1.305,191559
3 años;10 Cáceres;Hombres;1 de julio de 2020;1.481,760762
3 años;10 Cáceres;Mujeres;1 de julio de 2020;1.385,115286
3 años;11 Cádiz;Hombres;1 de julio de 2020;6.003,005555
3 años;11 Cádiz;Mujeres;1 de julio de 2020;5.683,859413
3 años;39 Cantabria;Hombres;1 de julio de 2020;2.265,171332
3 años;39 Cantabria;Mujeres;1 de julio de 2020;2.120,203459
3 años;12 Castellón/Castelló;Hombres;1 de julio de 2020;2.727,713520
3 años;12 Castellón/Castelló;Mujeres;1 de julio de 2020;2.562,573669
3 años;13 Ciudad Real;Hombres;1 de julio de 2020;2.202,196954
3 años;13 Ciudad Real;Mujeres;1 de julio de 2020;2.024,134309
3 años;14 Córdoba;Hombres;1 de julio de 2020;3.531,298950
3 años;14 Córdoba;Mujeres;1 de julio de 2020;3.265,903672
3 años;15 Coruña, A;Hombres;1 de julio de 2020;4.278,763611
3 años;15 Coruña, A;Mujeres;1 de julio de 2020;4.118,797317
3 años;16 Cuenca;Hombres;1 de julio de 2020;766,727782
3 años;16 Cuenca;Mujeres;1 de julio de 2020;759,302813
3 años;20 Gipuzkoa;Hombres;1 de julio de 2020;3.096,957039
3 años;20 Gipuzkoa;Mujeres;1 de julio de 2020;2.919,331698
3 años;17 Girona;Hombres;1 de julio de 2020;3.873,336407
3 años;17 Girona;Mujeres;1 de julio de 2020;3.729,644643
3 años;18 Granada;Hombres;1 de julio de 2020;4.399,311173
3 años;18 Granada;Mujeres;1 de julio de 2020;4.133,160468
3 años;19 Guadalajara;Hombres;1 de julio de 2020;1.287,502190
3 años;19 Guadalajara;Mujeres;1 de julio de 2020;1.211,414485
3 años;21 Huelva;Hombres;1 de julio de 2020;2.496,844400
3 años;21 Huelva;Mujeres;1 de julio de 2020;2.351,626829
3 años;22 Huesca;Hombres;1 de julio de 2020;959,205613
3 años;22 Huesca;Mujeres;1 de julio de 2020;878,581031
3 años;23 Jaén;Hombres;1 de julio de 2020;2.661,747364
3 años;23 Jaén;Mujeres;1 de julio de 2020;2.505,319018
3 años;24 León;Hombres;1 de julio de 2020;1.464,379645
3 años;24 León;Mujeres;1 de julio de 2020;1.393,623138
3 años;25 Lleida;Hombres;1 de julio de 2020;2.059,109080
3 años;25 Lleida;Mujeres;1 de julio de 2020;1.960,968948
3 años;27 Lugo;Hombres;1 de julio de 2020;1.100,428268
3 años;27 Lugo;Mujeres;1 de julio de 2020;1.082,443304
3 años;28 Madrid;Hombres;1 de julio de 2020;32.796,228354
3 años;28 Madrid;Mujeres;1 de julio de 2020;31.110,260664
3 años;29 Málaga;Hombres;1 de julio de 2020;8.107,052945
3 años;29 Málaga;Mujeres;1 de julio de 2020;7.649,541855
3 años;30 Murcia;Hombres;1 de julio de 2020;8.153,394393
3 años;30 Murcia;Mujeres;1 de julio de 2020;7.684,109132
3 años;31 Navarra;Hombres;1 de julio de 2020;3.180,788196
3 años;31 Navarra;Mujeres;1 de julio de 2020;3.045,553746
3 años;32 Ourense;Hombres;1 de julio de 2020;956,441612
3 años;32 Ourense;Mujeres;1 de julio de 2020;875,500000
3 años;34 Palencia;Hombres;1 de julio de 2020;558,972124
3 años;34 Palencia;Mujeres;1 de julio de 2020;525,500000
3 años;35 Palmas, Las;Hombres;1 de julio de 2020;4.607,782588
3 años;35 Palmas, Las;Mujeres;1 de julio de 2020;4.328,198745
3 años;36 Pontevedra;Hombres;1 de julio de 2020;3.697,558422
3 años;36 Pontevedra;Mujeres;1 de julio de 2020;3.465,985939
3 años;26 Rioja, La;Hombres;1 de julio de 2020;1.441,384166
3 años;26 Rioja, La;Mujeres;1 de julio de 2020;1.317,054634
3 años;37 Salamanca;Hombres;1 de julio de 2020;1.111,309148
3 años;37 Salamanca;Mujeres;1 de julio de 2020;1.090,829484
3 años;38 Santa Cruz de Tenerife;Hombres;1 de julio de 2020;4.187,109938
3 años;38 Santa Cruz de Tenerife;Mujeres;1 de julio de 2020;4.002,381792
3 años;40 Segovia;Hombres;1 de julio de 2020;621,867994
3 años;40 Segovia;Mujeres;1 de julio de 2020;565,920492
3 años;41 Sevilla;Hombres;1 de julio de 2020;9.712,918238
3 años;41 Sevilla;Mujeres;1 de julio de 2020;9.125,418196
3 años;42 Soria;Hombres;1 de julio de 2020;343,538211
3 años;42 Soria;Mujeres;1 de julio de 2020;316,704561
3 años;43 Tarragona;Hombres;1 de julio de 2020;3.917,423829
3 años;43 Tarragona;Mujeres;1 de julio de 2020;3.714,047260
3 años;44 Teruel;Hombres;1 de julio de 2020;531,962367
3 años;44 Teruel;Mujeres;1 de julio de 2020;503,840656
3 años;45 Toledo;Hombres;1 de julio de 2020;3.552,190140
3 años;45 Toledo;Mujeres;1 de julio de 2020;3.385,289859
3 años;46 Valencia/València;Hombres;1 de julio de 2020;11.521,407631
3 años;46 Valencia/València;Mujeres;1 de julio de 2020;10.832,595955
3 años;47 Valladolid;Hombres;1 de julio de 2020;2.071,053253
3 años;47 Valladolid;Mujeres;1 de julio de 2020;1.951,557365
3 años;49 Zamora;Hombres;1 de julio de 2020;484,328881
