Edad Simple;Provincias;Sexo;Periodo;Total
17 años;02 Albacete;Mujeres;1 de julio de 2020;2.009,010976
17 años;03 Alicante/Alacant;Hombres;1 de julio de 2020;9.899,717089
17 años;03 Alicante/Alacant;Mujeres;1 de julio de 2020;9.199,561098
17 años;04 Almería;Hombres;1 de julio de 2020;3.958,070316
17 años;04 Almería;Mujeres;1 de julio de 2020;3.714,382400
17 años;01 Araba/Álava;Hombres;1 de julio de 2020;1.641,243932
17 años;01 Araba/Álava;Mujeres;1 de julio de 2020;1.498,221744
17 años;33 Asturias;Hombres;1 de julio de 2020;3.970,424403
17 años;33 Asturias;Mujeres;1 de julio de 2020;3.850,227329
17 años;05 Ávila;Hombres;1 de julio de 2020;712,330606
17 años;05 Ávila;Mujeres;1 de julio de 2020;670,587841
17 años;06 Badajoz;Hombres;1 de julio de 2020;3.537,853502
17 años;06 Badajoz;Mujeres;1 de julio de 2020;3.411,303373
17 años;07 Balears, Illes;Hombres;1 de julio de 2020;6.183,331953
17 años;07 Balears, Illes;Mujeres;1 de julio de 2020;5.767,748464
17 años;08 Barcelona;Hombres;1 de julio de 2020;30.684,116723
17 años;08 Barcelona;Mujeres;1 de julio de 2020;28.310,003830
17 años;48 Bizkaia;Hombres;1 de julio de 2020;5.536,205046
17 años;48 Bizkaia;Mujeres;1 de julio de 2020;5.143,544809
17 años;09 Burgos;Hombres;1 de julio de 2020;1.612,394972
17 años;09 Burgos;Mujeres;1 de julio de 2020;1.504,173625
17 años;10 Cáceres;Hombres;1 de julio de 2020;1.915,233406
17 años;10 Cáceres;Mujeres;1 de julio de 2020;1.782,908923
17 años;11 Cádiz;Hombres;1 de julio de 2020;7.244,518669
17 años;11 Cádiz;Mujeres;1 de julio de 2020;6.944,703403
17 años;39 Cantabria;Hombres;1 de julio de 2020;2.836,111424
17 años;39 Cantabria;Mujeres;1 de julio de 2020;2.625,392752
17 años;12 Castellón/Castelló;Hombres;1 de julio de 2020;3.085,491991
17 años;12 Castellón/Castelló;Mujeres;1 de julio de 2020;2.890,650643
17 años;13 Ciudad Real;Hombres;1 de julio de 2020;2.505,648109
17 años;13 Ciudad Real;Mujeres;1 de julio de 2020;2.312,680435
17 años;14 Córdoba;Hombres;1 de julio de 2020;4.290,403482
17 años;14 Córdoba;Mujeres;1 de julio de 2020;4.049,207083
17 años;15 Coruña, A;Hombres;1 de julio de 2020;4.649,119624
17 años;15 Coruña, A;Mujeres;1 de julio de 2020;4.448,656837
17 años;16 Cuenca;Hombres;1 de julio de 2020;1.004,681519
17 años;16 Cuenca;Mujeres;1 de julio de 2020;953,263738
17 años;20 Gipuzkoa;Hombres;1 de julio de 2020;3.677,798712
17 años;20 Gipuzkoa;Mujeres;1 de julio de 2020;3.501,204087
17 años;17 Girona;Hombres;1 de julio de 2020;4.435,356051
17 años;17 Girona;Mujeres;1 de julio de 2020;3.897,410884
17 años;18 Granada;Hombres;1 de julio de 2020;5.280,212153
17 años;18 Granada;Mujeres;1 de julio de 2020;4.825,274648
17 años;19 Guadalajara;Hombres;1 de julio de 2020;1.534,491758
17 años;19 Guadalajara;Mujeres;1 de julio de 2020;1.448,884910
17 años;21 Huelva;Hombres;1 de julio de 2020;2.918,185575
17 años;21 Huelva;Mujeres;1 de julio de 2020;2.733,848280
17 años;22 Huesca;Hombres;1 de julio de 2020;1.051,348122
17 años;22 Huesca;Mujeres;1 de julio de 2020;973,984157
17 años;23 Jaén;Hombres;1 de julio de 2020;3.485,729739
17 años;23 Jaén;Mujeres;1 de julio de 2020;3.279,966142
17 años;24 León;Hombres;1 de julio de 2020;1.832,673764
17 años;24 León;Mujeres;1 de julio de 2020;1.816,104022
17 años;25 Lleida;Hombres;1 de julio de 2020;2.348,087770
17 años;25 Lleida;Mujeres;1 de julio de 2020;2.036,141087
17 años;27 Lugo;Hombres;1 de julio de 2020;1.165,700560
17 años;27 Lugo;Mujeres;1 de julio de 2020;1.109,250610
17 años;28 Madrid;Hombres;1 de julio de 2020;35.349,411019
17 años;28 Madrid;Mujeres;1 de julio de 2020;33.441,992903
17 años;29 Málaga;Hombres;1 de julio de 2020;9.145,979462
17 años;29 Málaga;Mujeres;1 de julio de 2020;8.617,342418
17 años;30 Murcia;Hombres;1 de julio de 2020;9.125,593358
17 años;30 Murcia;Mujeres;1 de julio de 2020;8.329,128677
17 años;31 Navarra;Hombres;1 de julio de 2020;3.582,695887
17 años;31 Navarra;Mujeres;1 de julio de 2020;3.443,809696
17 años;32 Ourense;Hombres;1 de julio de 2020;1.127,901702
17 años;32 Ourense;Mujeres;1 de julio de 2020;1.053,581015
17 años;34 Palencia;Hombres;1 de julio de 2020;671,829653
17 años;34 Palencia;Mujeres;1 de julio de 2020;643,108085
17 años;35 Palmas, Las;Hombres;1 de julio de 2020;6.382,366157
17 años;35 Palmas, Las;Mujeres;1 de julio de 2020;5.956,723795
17 años;36 Pontevedra;Hombres;1 de julio de 2020;4.465,536826
17 años;36 Pontevedra;Mujeres;1 de julio de 2020;4.144,410899
17 años;26 Rioja, La;Hombres;1 de julio de 2020;1.605,438806
17 años;26 Rioja, La;Mujeres;1 de julio de 2020;1.557,267312
17 años;37 Salamanca;Hombres;1 de julio de 2020;1.483,325863
17 años;37 Salamanca;Mujeres;1 de julio de 2020;1.364,884626
17 años;38 Santa Cruz de Tenerife;Hombres;1 de julio de 2020;5.485,567110
17 años;38 Santa Cruz de Tenerife;Mujeres;1 de julio de 2020;5.032,509555
17 años;40 Segovia;Hombres;1 de julio de 2020;786,356917
17 años;40 Segovia;Mujeres;1 de julio de 2020;711,882886
17 años;41 Sevilla;Hombres;1 de julio de 2020;11.149,164695
17 años;41 Sevilla;Mujeres;1 de julio de 2020;10.611,566594
17 años;42 Soria;Hombres;1 de julio de 2020;412,829155
17 años;42 Soria;Mujeres;1 de julio de 2020;398,824082
17 años;43 Tarragona;Hombres;1 de julio de 2020;4.618,892325
17 años;43 Tarragona;Mujeres;1 de julio de 2020;4.138,547942
17 años;44 Teruel;Hombres;1 de julio de 2020;602,436169
17 años;44 Teruel;Mujeres;1 de julio de 2020;585,463873
17 años;45 Toledo;Hombres;1 de julio de 2020;3.971,818390
17 años;45 Toledo;Mujeres;1 de julio de 2020;3.633,099088
17 años;46 Valencia/València;Hombres;1 de julio de 2020;13.720,471834
17 años;46 Valencia/València;Mujeres;1 de julio de 2020;12.874,567926
17 años;47 Valladolid;Hombres;1 de julio de 2020;2.414,403892
17 años;47 Valladolid;Mujeres;1 de julio de 2020;2.360,297435
17 años;49 Zamora;Hombres;1 de julio de 2020;649,193566
17 años;49 Zamora;Mujeres;1 de julio de 2020;654,779797
17 años;50 Zaragoza;Hombres;1 de julio de 2020;5.037,748546
17 años;50 Zaragoza;Mujeres;1 de julio de 2020;4.630,993188
17 años;51 Ceuta;Hombres;1 de julio de 2020;547,003909
17 años;51 Ceuta;Mujeres;1 de julio de 2020;554,498261
17 años;52 Melilla;Hombres;1 de julio de 2020;600,526002
17 años;52 Melilla;Mujeres;1 de julio de 2020;570,399415
18 años;02 Albacete;Hombres;1 de julio de 2020;2.072,440654
18 años;02 Albacete;Mujeres;1 de julio de 2020;2.005,003491
18 años;03 Alicante/Alacant;Hombres;1 de julio de 2020;9.768,150962
18 años;03 Alicante/Alacant;Mujeres;1 de julio de 2020;9.021,409482
18 años;04 Almería;Hombres;1 de julio de 2020;4.001,959023
18 años;04 Almería;Mujeres;1 de julio de 2020;3.666,299980
18 años;01 Araba/Álava;Hombres;1 de julio de 2020;1.605,764656
18 años;01 Araba/Álava;Mujeres;1 de julio de 2020;1.452,315599
18 años;33 Asturias;Hombres;1 de julio de 2020;4.024,822201
18 años;33 Asturias;Mujeres;1 de julio de 2020;3.782,459046
18 años;05 Ávila;Hombres;1 de julio de 2020;767,053417
18 años;05 Ávila;Mujeres;1 de julio de 2020;667,754791
18 años;06 Badajoz;Hombres;1 de julio de 2020;3.566,496271
18 años;06 Badajoz;Mujeres;1 de julio de 2020;3.411,066023
18 años;07 Balears, Illes;Hombres;1 de julio de 2020;6.163,537751
18 años;07 Balears, Illes;Mujeres;1 de julio de 2020;5.752,928494
18 años;08 Barcelona;Hombres;1 de julio de 2020;30.301,167860
18 años;08 Barcelona;Mujeres;1 de julio de 2020;27.775,466769
18 años;48 Bizkaia;Hombres;1 de julio de 2020;5.499,946480
18 años;48 Bizkaia;Mujeres;1 de julio de 2020;4.968,033688
18 años;09 Burgos;Hombres;1 de julio de 2020;1.633,213860
18 años;09 Burgos;Mujeres;1 de julio de 2020;1.501,040743
18 años;10 Cáceres;Hombres;1 de julio de 2020;1.946,440428
18 años;10 Cáceres;Mujeres;1 de julio de 2020;1.795,415342
18 años;11 Cádiz;Hombres;1 de julio de 2020;7.221,817307
18 años;11 Cádiz;Mujeres;1 de julio de 2020;6.779,719251
18 años;39 Cantabria;Hombres;1 de julio de 2020;2.723,303469
18 años;39 Cantabria;Mujeres;1 de julio de 2020;2.550,835231
18 años;12 Castellón/Castelló;Hombres;1 de julio de 2020;3.046,723625
18 años;12 Castellón/Castelló;Mujeres;1 de julio de 2020;2.846,783547
18 años;13 Ciudad Real;Hombres;1 de julio de 2020;2.554,119679
18 años;13 Ciudad Real;Mujeres;1 de julio de 2020;2.324,770173
18 años;14 Córdoba;Hombres;1 de julio de 2020;4.236,680745
18 años;14 Córdoba;Mujeres;1 de julio de 2020;4.037,604286
18 años;15 Coruña, A;Hombres;1 de julio de 2020;4.593,777805
18 años;15 Coruña, A;Mujeres;1 de julio de 2020;4.419,188528
18 años;16 Cuenca;Hombres;1 de julio de 2020;1.045,927151
18 años;16 Cuenca;Mujeres;1 de julio de 2020;948,572676
18 años;20 Gipuzkoa;Hombres;1 de julio de 2020;3.602,655159
18 años;20 Gipuzkoa;Mujeres;1 de julio de 2020;3.403,600950
18 años;17 Girona;Hombres;1 de julio de 2020;4.389,030223
18 años;17 Girona;Mujeres;1 de julio de 2020;3.810,922129
18 años;18 Granada;Hombres;1 de julio de 2020;5.377,095130
18 años;18 Granada;Mujeres;1 de julio de 2020;4.806,239033
18 años;19 Guadalajara;Hombres;1 de julio de 2020;1.466,707413
18 años;19 Guadalajara;Mujeres;1 de julio de 2020;1.374,877170
18 años;21 Huelva;Hombres;1 de julio de 2020;2.904,909935
18 años;21 Huelva;Mujeres;1 de julio de 2020;2.697,855772
18 años;22 Huesca;Hombres;1 de julio de 2020;1.070,816685
18 años;22 Huesca;Mujeres;1 de julio de 2020;1.010,199327
18 años;23 Jaén;Hombres;1 de julio de 2020;3.481,815436
18 años;23 Jaén;Mujeres;1 de julio de 2020;3.224,869572
18 años;24 León;Hombres;1 de julio de 2020;1.849,791404
18 años;24 León;Mujeres;1 de julio de 2020;1.758,477686
18 años;25 Lleida;Hombres;1 de julio de 2020;2.464,497120
18 años;25 Lleida;Mujeres;1 de julio de 2020;2.058,653452
18 años;27 Lugo;Hombres;1 de julio de 2020;1.177,384255
18 años;27 Lugo;Mujeres;1 de julio de 2020;1.062,718324
18 años;28 Madrid;Hombres;1 de julio de 2020;34.834,425393
18 años;28 Madrid;Mujeres;1 de julio de 2020;33.117,083348
18 años;29 Málaga;Hombres;1 de julio de 2020;8.987,895410
18 años;29 Málaga;Mujeres;1 de julio de 2020;8.443,028929
18 años;30 Murcia;Hombres;1 de julio de 2020;8.960,374775
18 años;30 Murcia;Mujeres;1 de julio de 2020;8.375,809924
18 años;31 Navarra;Hombres;1 de julio de 2020;3.550,317685
18 años;31 Navarra;Mujeres;1 de julio de 2020;3.387,203920
18 años;32 Ourense;Hombres;1 de julio de 2020;1.071,902104
18 años;32 Ourense;Mujeres;1 de julio de 2020;1.039,520572
18 años;34 Palencia;Hombres;1 de julio de 2020;690,145261
18 años;34 Palencia;Mujeres;1 de julio de 2020;640,828848
18 años;35 Palmas, Las;Hombres;1 de julio de 2020;6.371,029830
18 años;35 Palmas, Las;Mujeres;1 de julio de 2020;6.050,919427
18 años;36 Pontevedra;Hombres;1 de julio de 2020;4.456,178944
18 años;36 Pontevedra;Mujeres;1 de julio de 2020;4.088,510040
18 años;26 Rioja, La;Hombres;1 de julio de 2020;1.565,072069
18 años;26 Rioja, La;Mujeres;1 de julio de 2020;1.455,284890
18 años;37 Salamanca;Hombres;1 de julio de 2020;1.479,576199
18 años;37 Salamanca;Mujeres;1 de julio de 2020;1.358,282419
18 años;38 Santa Cruz de Tenerife;Hombres;1 de julio de 2020;5.599,898314
18 años;38 Santa Cruz de Tenerife;Mujeres;1 de julio de 2020;5.099,214434
18 años;40 Segovia;Hombres;1 de julio de 2020;761,780657
18 años;40 Segovia;Mujeres;1 de julio de 2020;757,868574
18 años;41 Sevilla;Hombres;1 de julio de 2020;10.880,784789
18 años;41 Sevilla;Mujeres;1 de julio de 2020;10.403,623528
18 años;42 Soria;Hombres;1 de julio de 2020;426,204910
18 años;42 Soria;Mujeres;1 de julio de 2020;377,367595
18 años;43 Tarragona;Hombres;1 de julio de 2020;4.551,164025
18 años;43 Tarragona;Mujeres;1 de julio de 2020;4.037,557595
18 años;44 Teruel;Hombres;1 de julio de 2020;619,122309
18 años;44 Teruel;Mujeres;1 de julio de 2020;594,577134
18 años;45 Toledo;Hombres;1 de julio de 2020;3.863,852598
18 años;45 Toledo;Mujeres;1 de julio de 2020;3.532,073825
18 años;46 Valencia/València;Hombres;1 de julio de 2020;13.507,446618
18 años;46 Valencia/València;Mujeres;1 de julio de 2020;12.569,530590
18 años;47 Valladolid;Hombres;1 de julio de 2020;2.355,820312
18 años;47 Valladolid;Mujeres;1 de julio de 2020;2.268,752565
18 años;49 Zamora;Hombres;1 de julio de 2020;645,388261
18 años;49 Zamora;Mujeres;1 de julio de 2020;640,012728
18 años;50 Zaragoza;Hombres;1 de julio de 2020;4.993,178292
18 años;50 Zaragoza;Mujeres;1 de julio de 2020;4.590,140912
18 años;51 Ceuta;Hombres;1 de julio de 2020;532,301541
18 años;51 Ceuta;Mujeres;1 de julio de 2020;529,673084
18 años;52 Melilla;Hombres;1 de julio de 2020;583,392222
18 años;52 Melilla;Mujeres;1 de julio de 2020;575,770823
19 años;02 Albacete;Hombres;1 de julio de 2020;2.137,830492
19 años;02 Albacete;Mujeres;1 de julio de 2020;2.050,164397
19 años;03 Alicante/Alacant;Hombres;1 de julio de 2020;9.864,675183
19 años;03 Alicante/Alacant;Mujeres;1 de julio de 2020;9.008,088547
19 años;04 Almería;Hombres;1 de julio de 2020;4.115,712376
19 años;04 Almería;Mujeres;1 de julio de 2020;3.692,895457
19 años;01 Araba/Álava;Hombres;1 de julio de 2020;1.619,046673
19 años;01 Araba/Álava;Mujeres;1 de julio de 2020;1.443,708318
19 años;33 Asturias;Hombres;1 de julio de 2020;4.126,348551
19 años;33 Asturias;Mujeres;1 de julio de 2020;3.786,201491
19 años;05 Ávila;Hombres;1 de julio de 2020;786,491529
19 años;05 Ávila;Mujeres;1 de julio de 2020;706,215439
19 años;06 Badajoz;Hombres;1 de julio de 2020;3.611,777243
19 años;06 Badajoz;Mujeres;1 de julio de 2020;3.431,233886
19 años;07 Balears, Illes;Hombres;1 de julio de 2020;6.245,722826
19 años;07 Balears, Illes;Mujeres;1 de julio de 2020;5.800,326263
19 años;08 Barcelona;Hombres;1 de julio de 2020;30.544,031097
19 años;08 Barcelona;Mujeres;1 de julio de 2020;28.009,578695
19 años;48 Bizkaia;Hombres;1 de julio de 2020;5.502,245194
19 años;48 Bizkaia;Mujeres;1 de julio de 2020;4.951,614365
19 años;09 Burgos;Hombres;1 de julio de 2020;1.658,967415
19 años;09 Burgos;Mujeres;1 de julio de 2020;1.530,391545
19 años;10 Cáceres;Hombres;1 de julio de 2020;2.029,997640
19 años;10 Cáceres;Mujeres;1 de julio de 2020;1.840,533810
19 años;11 Cádiz;Hombres;1 de julio de 2020;7.337,481062
19 años;11 Cádiz;Mujeres;1 de julio de 2020;6.604,825291
19 años;39 Cantabria;Hombres;1 de julio de 2020;2.694,620823
19 años;39 Cantabria;Mujeres;1 de julio de 2020;2.571,027474
19 años;12 Castellón/Castelló;Hombres;1 de julio de 2020;3.003,585263
19 años;12 Castellón/Castelló;Mujeres;1 de julio de 2020;2.822,294800
19 años;13 Ciudad Real;Hombres;1 de julio de 2020;2.637,064573
19 años;13 Ciudad Real;Mujeres;1 de julio de 2020;2.402,769074
19 años;14 Córdoba;Hombres;1 de julio de 2020;4.311,928236
19 años;14 Córdoba;Mujeres;1 de julio de 2020;4.108,124005
19 años;15 Coruña, A;Hombres;1 de julio de 2020;4.751,024030
19 años;15 Coruña, A;Mujeres;1 de julio de 2020;4.448,419534
19 años;16 Cuenca;Hombres;1 de julio de 2020;1.055,480547
19 años;16 Cuenca;Mujeres;1 de julio de 2020;958,276546
19 años;20 Gipuzkoa;Hombres;1 de julio de 2020;3.658,827699
19 años;20 Gipuzkoa;Mujeres;1 de julio de 2020;3.355,202769
19 años;17 Girona;Hombres;1 de julio de 2020;4.389,456629
19 años;17 Girona;Mujeres;1 de julio de 2020;3.941,908817
19 años;18 Granada;Hombres;1 de julio de 2020;5.469,252711
19 años;18 Granada;Mujeres;1 de julio de 2020;4.888,362840
19 años;19 Guadalajara;Hombres;1 de julio de 2020;1.486,554652
19 años;19 Guadalajara;Mujeres;1 de julio de 2020;1.363,481826
19 años;21 Huelva;Hombres;1 de julio de 2020;2.879,649643
19 años;21 Huelva;Mujeres;1 de julio de 2020;2.739,054657
19 años;22 Huesca;Hombres;1 de julio de 2020;1.085,327874
19 años;22 Huesca;Mujeres;1 de julio de 2020;1.022,420063
19 años;23 Jaén;Hombres;1 de julio de 2020;3.562,463198
19 años;23 Jaén;Mujeres;1 de julio de 2020;3.280,925936
19 años;24 León;Hombres;1 de julio de 2020;1.910,422150
19 años;24 León;Mujeres;1 de julio de 2020;1.758,765865
19 años;25 Lleida;Hombres;1 de julio de 2020;2.500,839686
19 años;25 Lleida;Mujeres;1 de julio de 2020;2.123,822694
19 años;27 Lugo;Hombres;1 de julio de 2020;1.207,354949
19 años;27 Lugo;Mujeres;1 de julio de 2020;1.168,998214
19 años;28 Madrid;Hombres;1 de julio de 2020;34.951,446554
19 años;28 Madrid;Mujeres;1 de julio de 2020;33.525,202238
19 años;29 Málaga;Hombres;1 de julio de 2020;8.977,577971
19 años;29 Málaga;Mujeres;1 de julio de 2020;8.436,095161
19 años;30 Murcia;Hombres;1 de julio de 2020;9.030,476703
19 años;30 Murcia;Mujeres;1 de julio de 2020;8.388,608698
19 años;31 Navarra;Hombres;1 de julio de 2020;3.608,020742
19 años;31 Navarra;Mujeres;1 de julio de 2020;3.453,634081
19 años;32 Ourense;Hombres;1 de julio de 2020;1.133,584284
19 años;32 Ourense;Mujeres;1 de julio de 2020;1.050,951889
19 años;34 Palencia;Hombres;1 de julio de 2020;699,046917
19 años;34 Palencia;Mujeres;1 de julio de 2020;634,699958
19 años;35 Palmas, Las;Hombres;1 de julio de 2020;6.523,107347
19 años;35 Palmas, Las;Mujeres;1 de julio de 2020;6.125,051552
19 años;36 Pontevedra;Hombres;1 de julio de 2020;4.474,447199
19 años;36 Pontevedra;Mujeres;1 de julio de 2020;4.063,557893
19 años;26 Rioja, La;Hombres;1 de julio de 2020;1.588,523053
19 años;26 Rioja, La;Mujeres;1 de julio de 2020;1.459,189866
19 años;37 Salamanca;Hombres;1 de julio de 2020;1.511,038716
19 años;37 Salamanca;Mujeres;1 de julio de 2020;1.387,030443
19 años;38 Santa Cruz de Tenerife;Hombres;1 de julio de 2020;5.649,828221
19 años;38 Santa Cruz de Tenerife;Mujeres;1 de julio de 2020;5.264,484216
19 años;40 Segovia;Hombres;1 de julio de 2020;760,779327
19 años;40 Segovia;Mujeres;1 de julio de 2020;775,350809
19 años;41 Sevilla;Hombres;1 de julio de 2020;11.037,989090
19 años;41 Sevilla;Mujeres;1 de julio de 2020;10.337,229502
19 años;42 Soria;Hombres;1 de julio de 2020;458,340317
19 años;42 Soria;Mujeres;1 de julio de 2020;400,408828
19 años;43 Tarragona;Hombres;1 de julio de 2020;4.509,974740
19 años;43 Tarragona;Mujeres;1 de julio de 2020;4.053,631369
19 años;44 Teruel;Hombres;1 de julio de 2020;670,459197
19 años;44 Teruel;Mujeres;1 de julio de 2020;635,991899
19 años;45 Toledo;Hombres;1 de julio de 2020;3.919,605819
19 años;45 Toledo;Mujeres;1 de julio de 2020;3.533,069931
19 años;46 Valencia/València;Hombres;1 de julio de 2020;13.605,059468
19 años;46 Valencia/València;Mujeres;1 de julio de 2020;12.884,807234
19 años;47 Valladolid;Hombres;1 de julio de 2020;2.361,176731
19 años;47 Valladolid;Mujeres;1 de julio de 2020;2.250,003009
19 años;49 Zamora;Hombres;1 de julio de 2020;684,924174
19 años;49 Zamora;Mujeres;1 de julio de 2020;651,889822
19 años;50 Zaragoza;Hombres;1 de julio de 2020;4.982,668229
19 años;50 Zaragoza;Mujeres;1 de julio de 2020;4.553,127177
19 años;51 Ceuta;Hombres;1 de julio de 2020;527,883654
19 años;51 Ceuta;Mujeres;1 de julio de 2020;536,031674
19 años;52 Melilla;Hombres;1 de julio de 2020;607,677935
19 años;52 Melilla;Mujeres;1 de julio de 2020;603,262370
20 años;02 Albacete;Hombres;1 de julio de 2020;2.188,329796
20 años;02 Albacete;Mujeres;1 de julio de 2020;2.072,155597
20 años;03 Alicante/Alacant;Hombres;1 de julio de 2020;9.631,102853
20 años;03 Alicante/Alacant;Mujeres;1 de julio de 2020;9.071,277570
20 años;04 Almería;Hombres;1 de julio de 2020;4.228,585136
20 años;04 Almería;Mujeres;1 de julio de 2020;3.713,873383
20 años;01 Araba/Álava;Hombres;1 de julio de 2020;1.578,081389
20 años;01 Araba/Álava;Mujeres;1 de julio de 2020;1.462,335236
20 años;33 Asturias;Hombres;1 de julio de 2020;4.102,938907
20 años;33 Asturias;Mujeres;1 de julio de 2020;3.755,916657
20 años;05 Ávila;Hombres;1 de julio de 2020;757,289622
20 años;05 Ávila;Mujeres;1 de julio de 2020;745,003189
20 años;06 Badajoz;Hombres;1 de julio de 2020;3.627,435570
20 años;06 Badajoz;Mujeres;1 de julio de 2020;3.478,277736
20 años;07 Balears, Illes;Hombres;1 de julio de 2020;6.293,986351
20 años;07 Balears, Illes;Mujeres;1 de julio de 2020;5.832,230148
20 años;08 Barcelona;Hombres;1 de julio de 2020;30.376,825105
20 años;08 Barcelona;Mujeres;1 de julio de 2020;28.233,526280
20 años;48 Bizkaia;Hombres;1 de julio de 2020;5.386,569537
20 años;48 Bizkaia;Mujeres;1 de julio de 2020;5.036,099183
20 años;09 Burgos;Hombres;1 de julio de 2020;1.691,624642
20 años;09 Burgos;Mujeres;1 de julio de 2020;1.567,570549
20 años;10 Cáceres;Hombres;1 de julio de 2020;2.028,306523
20 años;10 Cáceres;Mujeres;1 de julio de 2020;1.836,778653
20 años;11 Cádiz;Hombres;1 de julio de 2020;7.151,856226
20 años;11 Cádiz;Mujeres;1 de julio de 2020;6.552,440825
20 años;39 Cantabria;Hombres;1 de julio de 2020;2.678,574360
20 años;39 Cantabria;Mujeres;1 de julio de 2020;2.568,352559
20 años;12 Castellón/Castelló;Hombres;1 de julio de 2020;2.982,311393
20 años;12 Castellón/Castelló;Mujeres;1 de julio de 2020;2.834,675860
20 años;13 Ciudad Real;Hombres;1 de julio de 2020;2.695,091251
20 años;13 Ciudad Real;Mujeres;1 de julio de 2020;2.486,126217
20 años;14 Córdoba;Hombres;1 de julio de 2020;4.393,740058
20 años;14 Córdoba;Mujeres;1 de julio de 2020;4.060,707516
20 años;15 Coruña, A;Hombres;1 de julio de 2020;4.677,758931
20 años;15 Coruña, A;Mujeres;1 de julio de 2020;4.437,347872
20 años;16 Cuenca;Hombres;1 de julio de 2020;1.089,885571
20 años;16 Cuenca;Mujeres;1 de julio de 2020;980,902546
20 años;20 Gipuzkoa;Hombres;1 de julio de 2020;3.614,356458
20 años;20 Gipuzkoa;Mujeres;1 de julio de 2020;3.417,524821
20 años;17 Girona;Hombres;1 de julio de 2020;4.371,074634
20 años;17 Girona;Mujeres;1 de julio de 2020;3.876,492572
20 años;18 Granada;Hombres;1 de julio de 2020;5.418,927328
20 años;18 Granada;Mujeres;1 de julio de 2020;4.865,889166
20 años;19 Guadalajara;Hombres;1 de julio de 2020;1.506,249732
20 años;19 Guadalajara;Mujeres;1 de julio de 2020;1.323,274471
20 años;21 Huelva;Hombres;1 de julio de 2020;2.902,851490
20 años;21 Huelva;Mujeres;1 de julio de 2020;2.723,617427
20 años;22 Huesca;Hombres;1 de julio de 2020;1.090,494113
20 años;22 Huesca;Mujeres;1 de julio de 2020;1.025,839442
20 años;23 Jaén;Hombres;1 de julio de 2020;3.740,011408
20 años;23 Jaén;Mujeres;1 de julio de 2020;3.403,269316
20 años;24 León;Hombres;1 de julio de 2020;1.923,911855
20 años;24 León;Mujeres;1 de julio de 2020;1.781,410140
20 años;25 Lleida;Hombres;1 de julio de 2020;2.443,404260
20 años;25 Lleida;Mujeres;1 de julio de 2020;2.158,672419
20 años;27 Lugo;Hombres;1 de julio de 2020;1.230,266185
20 años;27 Lugo;Mujeres;1 de julio de 2020;1.198,656885
20 años;28 Madrid;Hombres;1 de julio de 2020;34.922,933715
20 años;28 Madrid;Mujeres;1 de julio de 2020;33.599,816717
20 años;29 Málaga;Hombres;1 de julio de 2020;8.926,542816
20 años;29 Málaga;Mujeres;1 de julio de 2020;8.314,148440
20 años;30 Murcia;Hombres;1 de julio de 2020;8.927,741584
20 años;30 Murcia;Mujeres;1 de julio de 2020;8.190,996654
20 años;31 Navarra;Hombres;1 de julio de 2020;3.622,205532
20 años;31 Navarra;Mujeres;1 de julio de 2020;3.458,488676
20 años;32 Ourense;Hombres;1 de julio de 2020;1.160,408146
20 años;32 Ourense;Mujeres;1 de julio de 2020;1.059,873075
20 años;34 Palencia;Hombres;1 de julio de 2020;698,958465
20 años;34 Palencia;Mujeres;1 de julio de 2020;666,134527
20 años;35 Palmas, Las;Hombres;1 de julio de 2020;6.512,161725
20 años;35 Palmas, Las;Mujeres;1 de julio de 2020;6.219,975199
20 años;36 Pontevedra;Hombres;1 de julio de 2020;4.441,371245
20 años;36 Pontevedra;Mujeres;1 de julio de 2020;4.058,802208
20 años;26 Rioja, La;Hombres;1 de julio de 2020;1.591,309470
20 años;26 Rioja, La;Mujeres;1 de julio de 2020;1.492,025987
20 años;37 Salamanca;Hombres;1 de julio de 2020;1.532,870556
20 años;37 Salamanca;Mujeres;1 de julio de 2020;1.402,705076
20 años;38 Santa Cruz de Tenerife;Hombres;1 de julio de 2020;5.742,030865
20 años;38 Santa Cruz de Tenerife;Mujeres;1 de julio de 2020;5.493,039675
20 años;40 Segovia;Hombres;1 de julio de 2020;765,540715
20 años;40 Segovia;Mujeres;1 de julio de 2020;754,458208
20 años;41 Sevilla;Hombres;1 de julio de 2020;10.985,376573
20 años;41 Sevilla;Mujeres;1 de julio de 2020;10.161,213355
20 años;42 Soria;Hombres;1 de julio de 2020;450,151326
20 años;42 Soria;Mujeres;1 de julio de 2020;418,026409
20 años;43 Tarragona;Hombres;1 de julio de 2020;4.347,700618
20 años;43 Tarragona;Mujeres;1 de julio de 2020;4.065,341255
20 años;44 Teruel;Hombres;1 de julio de 2020;661,005084
20 años;44 Teruel;Mujeres;1 de julio de 2020;634,353439
20 años;45 Toledo;Hombres;1 de julio de 2020;3.889,359978
20 años;45 Toledo;Mujeres;1 de julio de 2020;3.548,181614
20 años;46 Valencia/València;Hombres;1 de julio de 2020;13.552,146695
20 años;46 Valencia/València;Mujeres;1 de julio de 2020;12.918,826632
20 años;47 Valladolid;Hombres;1 de julio de 2020;2.304,611101
20 años;47 Valladolid;Mujeres;1 de julio de 2020;2.232,922378
20 años;49 Zamora;Hombres;1 de julio de 2020;707,287641
