Edad Simple;Provincias;Sexo;Periodo;Total
19 años;42 Soria;Mujeres;1 de julio de 2021;383,867595
19 años;43 Tarragona;Hombres;1 de julio de 2021;4.650,164026
19 años;43 Tarragona;Mujeres;1 de julio de 2021;4.091,057594
19 años;44 Teruel;Hombres;1 de julio de 2021;631,622310
19 años;44 Teruel;Mujeres;1 de julio de 2021;610,077134
19 años;45 Toledo;Hombres;1 de julio de 2021;3.894,352598
19 años;45 Toledo;Mujeres;1 de julio de 2021;3.560,573826
19 años;46 Valencia/València;Hombres;1 de julio de 2021;13.776,946618
19 años;46 Valencia/València;Mujeres;1 de julio de 2021;12.812,030587
19 años;47 Valladolid;Hombres;1 de julio de 2021;2.379,820312
19 años;47 Valladolid;Mujeres;1 de julio de 2021;2.287,252564
19 años;49 Zamora;Hombres;1 de julio de 2021;651,388261
19 años;49 Zamora;Mujeres;1 de julio de 2021;644,512728
19 años;50 Zaragoza;Hombres;1 de julio de 2021;4.988,178292
19 años;50 Zaragoza;Mujeres;1 de julio de 2021;4.590,140912
19 años;51 Ceuta;Hombres;1 de julio de 2021;547,801541
19 años;51 Ceuta;Mujeres;1 de julio de 2021;546,673084
19 años;52 Melilla;Hombres;1 de julio de 2021;599,892222
19 años;52 Melilla;Mujeres;1 de julio de 2021;590,770823
20 años;02 Albacete;Hombres;1 de julio de 2021;2.144,330493
20 años;02 Albacete;Mujeres;1 de julio de 2021;2.052,664397
20 años;03 Alicante/Alacant;Hombres;1 de julio de 2021;9.948,675182
20 años;03 Alicante/Alacant;Mujeres;1 de julio de 2021;9.091,588547
20 años;04 Almería;Hombres;1 de julio de 2021;4.196,712375
20 años;04 Almería;Mujeres;1 de julio de 2021;3.728,395456
20 años;01 Araba/Álava;Hombres;1 de julio de 2021;1.605,046672
20 años;01 Araba/Álava;Mujeres;1 de julio de 2021;1.448,708317
20 años;33 Asturias;Hombres;1 de julio de 2021;4.132,348551
20 años;33 Asturias;Mujeres;1 de julio de 2021;3.795,201491
20 años;05 Ávila;Hombres;1 de julio de 2021;795,491529
20 años;05 Ávila;Mujeres;1 de julio de 2021;722,715439
20 años;06 Badajoz;Hombres;1 de julio de 2021;3.633,777243
20 años;06 Badajoz;Mujeres;1 de julio de 2021;3.434,733887
20 años;07 Balears, Illes;Hombres;1 de julio de 2021;6.343,222827
20 años;07 Balears, Illes;Mujeres;1 de julio de 2021;5.881,826263
20 años;08 Barcelona;Hombres;1 de julio de 2021;30.944,031098
20 años;08 Barcelona;Mujeres;1 de julio de 2021;28.416,078696
20 años;48 Bizkaia;Hombres;1 de julio de 2021;5.523,245194
20 años;48 Bizkaia;Mujeres;1 de julio de 2021;4.987,114364
20 años;09 Burgos;Hombres;1 de julio de 2021;1.695,467415
20 años;09 Burgos;Mujeres;1 de julio de 2021;1.540,391546
20 años;10 Cáceres;Hombres;1 de julio de 2021;2.029,997639
20 años;10 Cáceres;Mujeres;1 de julio de 2021;1.843,033811
20 años;11 Cádiz;Hombres;1 de julio de 2021;7.347,481063
20 años;11 Cádiz;Mujeres;1 de julio de 2021;6.615,325292
20 años;39 Cantabria;Hombres;1 de julio de 2021;2.717,620823
20 años;39 Cantabria;Mujeres;1 de julio de 2021;2.607,027475
20 años;12 Castellón/Castelló;Hombres;1 de julio de 2021;3.025,085264
20 años;12 Castellón/Castelló;Mujeres;1 de julio de 2021;2.865,294800
20 años;13 Ciudad Real;Hombres;1 de julio de 2021;2.662,564573
20 años;13 Ciudad Real;Mujeres;1 de julio de 2021;2.422,269072
20 años;14 Córdoba;Hombres;1 de julio de 2021;4.297,428236
20 años;14 Córdoba;Mujeres;1 de julio de 2021;4.112,124006
20 años;15 Coruña, A;Hombres;1 de julio de 2021;4.782,524030
20 años;15 Coruña, A;Mujeres;1 de julio de 2021;4.479,919533
20 años;16 Cuenca;Hombres;1 de julio de 2021;1.081,480547
20 años;16 Cuenca;Mujeres;1 de julio de 2021;975,276547
20 años;20 Gipuzkoa;Hombres;1 de julio de 2021;3.696,827698
20 años;20 Gipuzkoa;Mujeres;1 de julio de 2021;3.368,202769
20 años;17 Girona;Hombres;1 de julio de 2021;4.480,956630
20 años;17 Girona;Mujeres;1 de julio de 2021;4.002,408817
20 años;18 Granada;Hombres;1 de julio de 2021;5.552,752711
20 años;18 Granada;Mujeres;1 de julio de 2021;4.943,862841
20 años;19 Guadalajara;Hombres;1 de julio de 2021;1.498,554652
20 años;19 Guadalajara;Mujeres;1 de julio de 2021;1.375,981825
20 años;21 Huelva;Hombres;1 de julio de 2021;2.932,649642
20 años;21 Huelva;Mujeres;1 de julio de 2021;2.769,054658
20 años;22 Huesca;Hombres;1 de julio de 2021;1.116,327874
20 años;22 Huesca;Mujeres;1 de julio de 2021;1.046,920064
20 años;23 Jaén;Hombres;1 de julio de 2021;3.568,963198
20 años;23 Jaén;Mujeres;1 de julio de 2021;3.288,925936
20 años;24 León;Hombres;1 de julio de 2021;1.918,422150
20 años;24 León;Mujeres;1 de julio de 2021;1.768,265865
20 años;25 Lleida;Hombres;1 de julio de 2021;2.548,839686
20 años;25 Lleida;Mujeres;1 de julio de 2021;2.154,822693
20 años;27 Lugo;Hombres;1 de julio de 2021;1.217,354949
20 años;27 Lugo;Mujeres;1 de julio de 2021;1.181,998213
20 años;28 Madrid;Hombres;1 de julio de 2021;35.482,946556
20 años;28 Madrid;Mujeres;1 de julio de 2021;34.002,702237
20 años;29 Málaga;Hombres;1 de julio de 2021;9.053,077970
20 años;29 Málaga;Mujeres;1 de julio de 2021;8.515,595160
20 años;30 Murcia;Hombres;1 de julio de 2021;9.213,476703
20 años;30 Murcia;Mujeres;1 de julio de 2021;8.481,108699
20 años;31 Navarra;Hombres;1 de julio de 2021;3.669,020742
20 años;31 Navarra;Mujeres;1 de julio de 2021;3.502,134082
20 años;32 Ourense;Hombres;1 de julio de 2021;1.142,584284
20 años;32 Ourense;Mujeres;1 de julio de 2021;1.063,951888
20 años;34 Palencia;Hombres;1 de julio de 2021;694,046916
20 años;34 Palencia;Mujeres;1 de julio de 2021;633,199958
20 años;35 Palmas, Las;Hombres;1 de julio de 2021;6.541,607345
20 años;35 Palmas, Las;Mujeres;1 de julio de 2021;6.164,051553
20 años;36 Pontevedra;Hombres;1 de julio de 2021;4.490,447199
20 años;36 Pontevedra;Mujeres;1 de julio de 2021;4.094,557893
20 años;26 Rioja, La;Hombres;1 de julio de 2021;1.595,023054
20 años;26 Rioja, La;Mujeres;1 de julio de 2021;1.474,189866
20 años;37 Salamanca;Hombres;1 de julio de 2021;1.536,538716
20 años;37 Salamanca;Mujeres;1 de julio de 2021;1.398,530442
20 años;38 Santa Cruz de Tenerife;Hombres;1 de julio de 2021;5.675,828222
20 años;38 Santa Cruz de Tenerife;Mujeres;1 de julio de 2021;5.345,484217
20 años;40 Segovia;Hombres;1 de julio de 2021;787,779327
20 años;40 Segovia;Mujeres;1 de julio de 2021;785,350810
20 años;41 Sevilla;Hombres;1 de julio de 2021;11.112,489089
20 años;41 Sevilla;Mujeres;1 de julio de 2021;10.396,729501
20 años;42 Soria;Hombres;1 de julio de 2021;467,340317
20 años;42 Soria;Mujeres;1 de julio de 2021;407,908828
20 años;43 Tarragona;Hombres;1 de julio de 2021;4.573,474739
20 años;43 Tarragona;Mujeres;1 de julio de 2021;4.116,131370
20 años;44 Teruel;Hombres;1 de julio de 2021;684,459197
20 años;44 Teruel;Mujeres;1 de julio de 2021;648,991898
20 años;45 Toledo;Hombres;1 de julio de 2021;3.946,105819
20 años;45 Toledo;Mujeres;1 de julio de 2021;3.583,069930
20 años;46 Valencia/València;Hombres;1 de julio de 2021;13.831,559468
20 años;46 Valencia/València;Mujeres;1 de julio de 2021;13.134,807237
20 años;47 Valladolid;Hombres;1 de julio de 2021;2.376,176731
20 años;47 Valladolid;Mujeres;1 de julio de 2021;2.268,003009
20 años;49 Zamora;Hombres;1 de julio de 2021;692,924174
20 años;49 Zamora;Mujeres;1 de julio de 2021;653,389822
20 años;50 Zaragoza;Hombres;1 de julio de 2021;4.979,168230
20 años;50 Zaragoza;Mujeres;1 de julio de 2021;4.540,627177
20 años;51 Ceuta;Hombres;1 de julio de 2021;543,883654
20 años;51 Ceuta;Mujeres;1 de julio de 2021;540,531674
20 años;52 Melilla;Hombres;1 de julio de 2021;623,177935
20 años;52 Melilla;Mujeres;1 de julio de 2021;615,262370
21 años;02 Albacete;Hombres;1 de julio de 2021;2.212,329795
21 años;02 Albacete;Mujeres;1 de julio de 2021;2.077,655597
21 años;03 Alicante/Alacant;Hombres;1 de julio de 2021;9.712,602852
21 años;03 Alicante/Alacant;Mujeres;1 de julio de 2021;9.149,777570
21 años;04 Almería;Hombres;1 de julio de 2021;4.336,085137
21 años;04 Almería;Mujeres;1 de julio de 2021;3.766,873383
21 años;01 Araba/Álava;Hombres;1 de julio de 2021;1.561,081388
21 años;01 Araba/Álava;Mujeres;1 de julio de 2021;1.463,335238
21 años;33 Asturias;Hombres;1 de julio de 2021;4.116,938907
21 años;33 Asturias;Mujeres;1 de julio de 2021;3.771,416657
21 años;05 Ávila;Hombres;1 de julio de 2021;766,789622
21 años;05 Ávila;Mujeres;1 de julio de 2021;762,503189
21 años;06 Badajoz;Hombres;1 de julio de 2021;3.630,935570
21 años;06 Badajoz;Mujeres;1 de julio de 2021;3.483,777736
21 años;07 Balears, Illes;Hombres;1 de julio de 2021;6.380,986349
21 años;07 Balears, Illes;Mujeres;1 de julio de 2021;5.914,730146
21 años;08 Barcelona;Hombres;1 de julio de 2021;30.801,825104
21 años;08 Barcelona;Mujeres;1 de julio de 2021;28.605,526279
21 años;48 Bizkaia;Hombres;1 de julio de 2021;5.394,569536
21 años;48 Bizkaia;Mujeres;1 de julio de 2021;5.053,599182
21 años;09 Burgos;Hombres;1 de julio de 2021;1.719,624642
21 años;09 Burgos;Mujeres;1 de julio de 2021;1.584,070547
21 años;10 Cáceres;Hombres;1 de julio de 2021;2.030,306523
21 años;10 Cáceres;Mujeres;1 de julio de 2021;1.849,778653
21 años;11 Cádiz;Hombres;1 de julio de 2021;7.166,356225
21 años;11 Cádiz;Mujeres;1 de julio de 2021;6.581,940824
21 años;39 Cantabria;Hombres;1 de julio de 2021;2.690,574360
21 años;39 Cantabria;Mujeres;1 de julio de 2021;2.597,852558
21 años;12 Castellón/Castelló;Hombres;1 de julio de 2021;3.007,811393
21 años;12 Castellón/Castelló;Mujeres;1 de julio de 2021;2.861,675860
21 años;13 Ciudad Real;Hombres;1 de julio de 2021;2.716,591252
21 años;13 Ciudad Real;Mujeres;1 de julio de 2021;2.501,626219
21 años;14 Córdoba;Hombres;1 de julio de 2021;4.374,240058
21 años;14 Córdoba;Mujeres;1 de julio de 2021;4.060,707515
21 años;15 Coruña, A;Hombres;1 de julio de 2021;4.713,258931
21 años;15 Coruña, A;Mujeres;1 de julio de 2021;4.467,847873
21 años;16 Cuenca;Hombres;1 de julio de 2021;1.121,385571
21 años;16 Cuenca;Mujeres;1 de julio de 2021;993,902545
21 años;20 Gipuzkoa;Hombres;1 de julio de 2021;3.630,356458
21 años;20 Gipuzkoa;Mujeres;1 de julio de 2021;3.432,024820
21 años;17 Girona;Hombres;1 de julio de 2021;4.444,074634
21 años;17 Girona;Mujeres;1 de julio de 2021;3.929,492572
21 años;18 Granada;Hombres;1 de julio de 2021;5.486,927327
21 años;18 Granada;Mujeres;1 de julio de 2021;4.922,389166
21 años;19 Guadalajara;Hombres;1 de julio de 2021;1.524,749731
21 años;19 Guadalajara;Mujeres;1 de julio de 2021;1.324,274471
21 años;21 Huelva;Hombres;1 de julio de 2021;2.961,351491
21 años;21 Huelva;Mujeres;1 de julio de 2021;2.754,117426
21 años;22 Huesca;Hombres;1 de julio de 2021;1.122,994114
21 años;22 Huesca;Mujeres;1 de julio de 2021;1.056,839443
21 años;23 Jaén;Hombres;1 de julio de 2021;3.747,511408
21 años;23 Jaén;Mujeres;1 de julio de 2021;3.402,769316
21 años;24 León;Hombres;1 de julio de 2021;1.935,911856
21 años;24 León;Mujeres;1 de julio de 2021;1.794,910140
21 años;25 Lleida;Hombres;1 de julio de 2021;2.484,904260
21 años;25 Lleida;Mujeres;1 de julio de 2021;2.183,172420
21 años;27 Lugo;Hombres;1 de julio de 2021;1.236,266186
21 años;27 Lugo;Mujeres;1 de julio de 2021;1.207,656884
21 años;28 Madrid;Hombres;1 de julio de 2021;35.309,433715
21 años;28 Madrid;Mujeres;1 de julio de 2021;34.025,316719
21 años;29 Málaga;Hombres;1 de julio de 2021;8.995,542817
21 años;29 Málaga;Mujeres;1 de julio de 2021;8.401,148441
21 años;30 Murcia;Hombres;1 de julio de 2021;9.083,741586
21 años;30 Murcia;Mujeres;1 de julio de 2021;8.271,996654
21 años;31 Navarra;Hombres;1 de julio de 2021;3.650,705530
21 años;31 Navarra;Mujeres;1 de julio de 2021;3.474,488674
21 años;32 Ourense;Hombres;1 de julio de 2021;1.170,908146
21 años;32 Ourense;Mujeres;1 de julio de 2021;1.070,873076
21 años;34 Palencia;Hombres;1 de julio de 2021;692,458465
21 años;34 Palencia;Mujeres;1 de julio de 2021;659,634527
21 años;35 Palmas, Las;Hombres;1 de julio de 2021;6.546,661728
21 años;35 Palmas, Las;Mujeres;1 de julio de 2021;6.278,975200
21 años;36 Pontevedra;Hombres;1 de julio de 2021;4.456,871244
21 años;36 Pontevedra;Mujeres;1 de julio de 2021;4.078,302208
21 años;26 Rioja, La;Hombres;1 de julio de 2021;1.595,809470
21 años;26 Rioja, La;Mujeres;1 de julio de 2021;1.515,025987
21 años;37 Salamanca;Hombres;1 de julio de 2021;1.545,370556
21 años;37 Salamanca;Mujeres;1 de julio de 2021;1.416,705076
21 años;38 Santa Cruz de Tenerife;Hombres;1 de julio de 2021;5.780,530864
21 años;38 Santa Cruz de Tenerife;Mujeres;1 de julio de 2021;5.580,039673
21 años;40 Segovia;Hombres;1 de julio de 2021;790,540715
21 años;40 Segovia;Mujeres;1 de julio de 2021;757,958208
21 años;41 Sevilla;Hombres;1 de julio de 2021;11.055,876574
21 años;41 Sevilla;Mujeres;1 de julio de 2021;10.207,213355
21 años;42 Soria;Hombres;1 de julio de 2021;458,151326
21 años;42 Soria;Mujeres;1 de julio de 2021;422,526409
21 años;43 Tarragona;Hombres;1 de julio de 2021;4.389,700616
21 años;43 Tarragona;Mujeres;1 de julio de 2021;4.133,341255
21 años;44 Teruel;Hombres;1 de julio de 2021;676,005084
21 años;44 Teruel;Mujeres;1 de julio de 2021;640,853440
21 años;45 Toledo;Hombres;1 de julio de 2021;3.917,359978
21 años;45 Toledo;Mujeres;1 de julio de 2021;3.582,181614
21 años;46 Valencia/València;Hombres;1 de julio de 2021;13.747,146696
21 años;46 Valencia/València;Mujeres;1 de julio de 2021;13.136,326632
21 años;47 Valladolid;Hombres;1 de julio de 2021;2.317,111101
21 años;47 Valladolid;Mujeres;1 de julio de 2021;2.244,422379
21 años;49 Zamora;Hombres;1 de julio de 2021;712,787641
21 años;49 Zamora;Mujeres;1 de julio de 2021;645,156217
21 años;50 Zaragoza;Hombres;1 de julio de 2021;4.940,558495
21 años;50 Zaragoza;Mujeres;1 de julio de 2021;4.451,325263
21 años;51 Ceuta;Hombres;1 de julio de 2021;539,885176
21 años;51 Ceuta;Mujeres;1 de julio de 2021;578,104269
21 años;52 Melilla;Hombres;1 de julio de 2021;609,744443
21 años;52 Melilla;Mujeres;1 de julio de 2021;595,225275
22 años;02 Albacete;Hombres;1 de julio de 2021;2.258,546456
22 años;02 Albacete;Mujeres;1 de julio de 2021;2.060,067835
22 años;03 Alicante/Alacant;Hombres;1 de julio de 2021;9.568,813414
22 años;03 Alicante/Alacant;Mujeres;1 de julio de 2021;9.028,381698
22 años;04 Almería;Hombres;1 de julio de 2021;4.431,694884
22 años;04 Almería;Mujeres;1 de julio de 2021;3.739,269528
22 años;01 Araba/Álava;Hombres;1 de julio de 2021;1.466,792012
22 años;01 Araba/Álava;Mujeres;1 de julio de 2021;1.448,626777
22 años;33 Asturias;Hombres;1 de julio de 2021;4.015,915515
22 años;33 Asturias;Mujeres;1 de julio de 2021;3.744,314864
22 años;05 Ávila;Hombres;1 de julio de 2021;753,907448
22 años;05 Ávila;Mujeres;1 de julio de 2021;739,557036
22 años;06 Badajoz;Hombres;1 de julio de 2021;3.601,410899
22 años;06 Badajoz;Mujeres;1 de julio de 2021;3.469,198427
22 años;07 Balears, Illes;Hombres;1 de julio de 2021;6.349,992523
22 años;07 Balears, Illes;Mujeres;1 de julio de 2021;5.985,603810
22 años;08 Barcelona;Hombres;1 de julio de 2021;30.325,419247
22 años;08 Barcelona;Mujeres;1 de julio de 2021;28.158,019673
22 años;48 Bizkaia;Hombres;1 de julio de 2021;5.208,732878
22 años;48 Bizkaia;Mujeres;1 de julio de 2021;4.943,075651
22 años;09 Burgos;Hombres;1 de julio de 2021;1.673,361251
22 años;09 Burgos;Mujeres;1 de julio de 2021;1.532,701788
22 años;10 Cáceres;Hombres;1 de julio de 2021;2.006,297496
22 años;10 Cáceres;Mujeres;1 de julio de 2021;1.815,975262
22 años;11 Cádiz;Hombres;1 de julio de 2021;6.921,868312
22 años;11 Cádiz;Mujeres;1 de julio de 2021;6.495,611365
22 años;39 Cantabria;Hombres;1 de julio de 2021;2.585,083538
22 años;39 Cantabria;Mujeres;1 de julio de 2021;2.439,971853
22 años;12 Castellón/Castelló;Hombres;1 de julio de 2021;2.962,226364
22 años;12 Castellón/Castelló;Mujeres;1 de julio de 2021;2.831,933725
22 años;13 Ciudad Real;Hombres;1 de julio de 2021;2.722,761624
22 años;13 Ciudad Real;Mujeres;1 de julio de 2021;2.544,256883
22 años;14 Córdoba;Hombres;1 de julio de 2021;4.381,617920
22 años;14 Córdoba;Mujeres;1 de julio de 2021;4.031,988601
22 años;15 Coruña, A;Hombres;1 de julio de 2021;4.646,395332
22 años;15 Coruña, A;Mujeres;1 de julio de 2021;4.424,739986
22 años;16 Cuenca;Hombres;1 de julio de 2021;1.075,727452
22 años;16 Cuenca;Mujeres;1 de julio de 2021;1.023,779570
22 años;20 Gipuzkoa;Hombres;1 de julio de 2021;3.539,660324
22 años;20 Gipuzkoa;Mujeres;1 de julio de 2021;3.416,944460
22 años;17 Girona;Hombres;1 de julio de 2021;4.366,116723
22 años;17 Girona;Mujeres;1 de julio de 2021;3.862,985205
22 años;18 Granada;Hombres;1 de julio de 2021;5.434,968655
22 años;18 Granada;Mujeres;1 de julio de 2021;4.957,121476
22 años;19 Guadalajara;Hombres;1 de julio de 2021;1.374,937055
22 años;19 Guadalajara;Mujeres;1 de julio de 2021;1.283,608749
22 años;21 Huelva;Hombres;1 de julio de 2021;2.891,504961
22 años;21 Huelva;Mujeres;1 de julio de 2021;2.730,000305
22 años;22 Huesca;Hombres;1 de julio de 2021;1.131,324448
22 años;22 Huesca;Mujeres;1 de julio de 2021;1.027,768191
22 años;23 Jaén;Hombres;1 de julio de 2021;3.766,175854
22 años;23 Jaén;Mujeres;1 de julio de 2021;3.396,736747
22 años;24 León;Hombres;1 de julio de 2021;1.957,014223
22 años;24 León;Mujeres;1 de julio de 2021;1.764,422728
22 años;25 Lleida;Hombres;1 de julio de 2021;2.467,881834
22 años;25 Lleida;Mujeres;1 de julio de 2021;2.159,794964
22 años;27 Lugo;Hombres;1 de julio de 2021;1.244,459591
22 años;27 Lugo;Mujeres;1 de julio de 2021;1.182,939210
22 años;28 Madrid;Hombres;1 de julio de 2021;34.742,222016
22 años;28 Madrid;Mujeres;1 de julio de 2021;33.755,798941
22 años;29 Málaga;Hombres;1 de julio de 2021;8.772,503174
22 años;29 Málaga;Mujeres;1 de julio de 2021;8.301,821019
22 años;30 Murcia;Hombres;1 de julio de 2021;8.951,019888
22 años;30 Murcia;Mujeres;1 de julio de 2021;8.203,957495
22 años;31 Navarra;Hombres;1 de julio de 2021;3.625,826699
22 años;31 Navarra;Mujeres;1 de julio de 2021;3.423,913511
22 años;32 Ourense;Hombres;1 de julio de 2021;1.129,036102
22 años;32 Ourense;Mujeres;1 de julio de 2021;1.100,583567
22 años;34 Palencia;Hombres;1 de julio de 2021;677,425880
22 años;34 Palencia;Mujeres;1 de julio de 2021;666,027045
22 años;35 Palmas, Las;Hombres;1 de julio de 2021;6.445,967992
22 años;35 Palmas, Las;Mujeres;1 de julio de 2021;6.286,364187
22 años;36 Pontevedra;Hombres;1 de julio de 2021;4.318,929150
22 años;36 Pontevedra;Mujeres;1 de julio de 2021;4.006,672839
22 años;26 Rioja, La;Hombres;1 de julio de 2021;1.557,273050
22 años;26 Rioja, La;Mujeres;1 de julio de 2021;1.534,134942
22 años;37 Salamanca;Hombres;1 de julio de 2021;1.524,220608
22 años;37 Salamanca;Mujeres;1 de julio de 2021;1.427,741343
22 años;38 Santa Cruz de Tenerife;Hombres;1 de julio de 2021;5.758,707710
22 años;38 Santa Cruz de Tenerife;Mujeres;1 de julio de 2021;5.618,790589
22 años;40 Segovia;Hombres;1 de julio de 2021;780,761998
22 años;40 Segovia;Mujeres;1 de julio de 2021;739,391793
22 años;41 Sevilla;Hombres;1 de julio de 2021;10.551,630380
22 años;41 Sevilla;Mujeres;1 de julio de 2021;9.984,715645
22 años;42 Soria;Hombres;1 de julio de 2021;453,242546
22 años;42 Soria;Mujeres;1 de julio de 2021;425,624428
22 años;43 Tarragona;Hombres;1 de julio de 2021;4.218,426494
22 años;43 Tarragona;Mujeres;1 de julio de 2021;3.972,298096
22 años;44 Teruel;Hombres;1 de julio de 2021;678,158244
22 años;44 Teruel;Mujeres;1 de julio de 2021;613,042048
22 años;45 Toledo;Hombres;1 de julio de 2021;3.851,353076
22 años;45 Toledo;Mujeres;1 de julio de 2021;3.522,287253
22 años;46 Valencia/València;Hombres;1 de julio de 2021;13.403,761807
22 años;46 Valencia/València;Mujeres;1 de julio de 2021;12.780,652738
22 años;47 Valladolid;Hombres;1 de julio de 2021;2.176,362892
22 años;47 Valladolid;Mujeres;1 de julio de 2021;2.208,068447
22 años;49 Zamora;Hombres;1 de julio de 2021;691,661704
22 años;49 Zamora;Mujeres;1 de julio de 2021;671,187011
22 años;50 Zaragoza;Hombres;1 de julio de 2021;4.860,886417
22 años;50 Zaragoza;Mujeres;1 de julio de 2021;4.448,896208
22 años;51 Ceuta;Hombres;1 de julio de 2021;541,716671
22 años;51 Ceuta;Mujeres;1 de julio de 2021;568,124799
22 años;52 Melilla;Hombres;1 de julio de 2021;578,929997
22 años;52 Melilla;Mujeres;1 de julio de 2021;582,948828
23 años;02 Albacete;Hombres;1 de julio de 2021;2.230,119762
23 años;02 Albacete;Mujeres;1 de julio de 2021;2.061,418985
23 años;03 Alicante/Alacant;Hombres;1 de julio de 2021;9.689,484367
23 años;03 Alicante/Alacant;Mujeres;1 de julio de 2021;8.875,972630
23 años;04 Almería;Hombres;1 de julio de 2021;4.430,895332
23 años;04 Almería;Mujeres;1 de julio de 2021;3.785,768119
23 años;01 Araba/Álava;Hombres;1 de julio de 2021;1.447,516507
23 años;01 Araba/Álava;Mujeres;1 de julio de 2021;1.407,380400
23 años;33 Asturias;Hombres;1 de julio de 2021;3.956,821185
23 años;33 Asturias;Mujeres;1 de julio de 2021;3.744,716551
23 años;05 Ávila;Hombres;1 de julio de 2021;759,146764
23 años;05 Ávila;Mujeres;1 de julio de 2021;707,133451
23 años;06 Badajoz;Hombres;1 de julio de 2021;3.606,325812
23 años;06 Badajoz;Mujeres;1 de julio de 2021;3.516,092660
23 años;07 Balears, Illes;Hombres;1 de julio de 2021;6.473,971677
23 años;07 Balears, Illes;Mujeres;1 de julio de 2021;6.167,277396
23 años;08 Barcelona;Hombres;1 de julio de 2021;30.471,235662
23 años;08 Barcelona;Mujeres;1 de julio de 2021;28.461,779438
23 años;48 Bizkaia;Hombres;1 de julio de 2021;5.122,471110
23 años;48 Bizkaia;Mujeres;1 de julio de 2021;4.915,970055
23 años;09 Burgos;Hombres;1 de julio de 2021;1.671,958966
23 años;09 Burgos;Mujeres;1 de julio de 2021;1.524,655041
23 años;10 Cáceres;Hombres;1 de julio de 2021;2.014,193850
23 años;10 Cáceres;Mujeres;1 de julio de 2021;1.757,450362
23 años;11 Cádiz;Hombres;1 de julio de 2021;6.851,278531
23 años;11 Cádiz;Mujeres;1 de julio de 2021;6.350,595062
23 años;39 Cantabria;Hombres;1 de julio de 2021;2.581,029107
23 años;39 Cantabria;Mujeres;1 de julio de 2021;2.358,924231
23 años;12 Castellón/Castelló;Hombres;1 de julio de 2021;2.936,842616
23 años;12 Castellón/Castelló;Mujeres;1 de julio de 2021;2.784,857844
23 años;13 Ciudad Real;Hombres;1 de julio de 2021;2.736,881665
23 años;13 Ciudad Real;Mujeres;1 de julio de 2021;2.556,409876
23 años;14 Córdoba;Hombres;1 de julio de 2021;4.357,119979
23 años;14 Córdoba;Mujeres;1 de julio de 2021;4.071,288119
23 años;15 Coruña, A;Hombres;1 de julio de 2021;4.731,239410
23 años;15 Coruña, A;Mujeres;1 de julio de 2021;4.393,363131
23 años;16 Cuenca;Hombres;1 de julio de 2021;1.053,691993
23 años;16 Cuenca;Mujeres;1 de julio de 2021;1.032,083977
23 años;20 Gipuzkoa;Hombres;1 de julio de 2021;3.564,664021
23 años;20 Gipuzkoa;Mujeres;1 de julio de 2021;3.367,780242
23 años;17 Girona;Hombres;1 de julio de 2021;4.405,938220
23 años;17 Girona;Mujeres;1 de julio de 2021;3.979,599738
23 años;18 Granada;Hombres;1 de julio de 2021;5.354,344985
23 años;18 Granada;Mujeres;1 de julio de 2021;4.972,683474
23 años;19 Guadalajara;Hombres;1 de julio de 2021;1.288,025262
23 años;19 Guadalajara;Mujeres;1 de julio de 2021;1.302,397588
23 años;21 Huelva;Hombres;1 de julio de 2021;2.900,808296
23 años;21 Huelva;Mujeres;1 de julio de 2021;2.672,943033
23 años;22 Huesca;Hombres;1 de julio de 2021;1.121,949623
23 años;22 Huesca;Mujeres;1 de julio de 2021;998,710836
23 años;23 Jaén;Hombres;1 de julio de 2021;3.664,147001
23 años;23 Jaén;Mujeres;1 de julio de 2021;3.408,243863
23 años;24 León;Hombres;1 de julio de 2021;1.987,072548
23 años;24 León;Mujeres;1 de julio de 2021;1.822,198508
23 años;25 Lleida;Hombres;1 de julio de 2021;2.404,943086
23 años;25 Lleida;Mujeres;1 de julio de 2021;2.165,425828
23 años;27 Lugo;Hombres;1 de julio de 2021;1.269,860544
23 años;27 Lugo;Mujeres;1 de julio de 2021;1.199,707414
23 años;28 Madrid;Hombres;1 de julio de 2021;34.930,219498
23 años;28 Madrid;Mujeres;1 de julio de 2021;34.272,384644
23 años;29 Málaga;Hombres;1 de julio de 2021;8.485,573577
23 años;29 Málaga;Mujeres;1 de julio de 2021;8.215,770744
23 años;30 Murcia;Hombres;1 de julio de 2021;9.074,842322
23 años;30 Murcia;Mujeres;1 de julio de 2021;8.276,876525
23 años;31 Navarra;Hombres;1 de julio de 2021;3.561,188391
23 años;31 Navarra;Mujeres;1 de julio de 2021;3.416,477961
23 años;32 Ourense;Hombres;1 de julio de 2021;1.158,923534
23 años;32 Ourense;Mujeres;1 de julio de 2021;1.136,023427
23 años;34 Palencia;Hombres;1 de julio de 2021;699,204323
23 años;34 Palencia;Mujeres;1 de julio de 2021;652,330266
23 años;35 Palmas, Las;Hombres;1 de julio de 2021;6.223,013753
23 años;35 Palmas, Las;Mujeres;1 de julio de 2021;6.533,084707
23 años;36 Pontevedra;Hombres;1 de julio de 2021;4.173,580016
23 años;36 Pontevedra;Mujeres;1 de julio de 2021;3.966,272426
23 años;26 Rioja, La;Hombres;1 de julio de 2021;1.540,772180
23 años;26 Rioja, La;Mujeres;1 de julio de 2021;1.541,382880
23 años;37 Salamanca;Hombres;1 de julio de 2021;1.537,453541
