"Manufacturer"|"Model"|"EngineCapacity"|"FuelType"|"MetricUrbanCold"|"MetricExtraUrban"|"MetricCombined"|"ImperialUrbanCold"|"ImperialExtraUrban"|"ImperialCombined"|"CO2gkm"|"FuelCost12000Miles"|"EuroStandard"|"NoiseLeveldBA"|"EmissionsCOmgkm"|"THCEmissionsmgkm"|"EmissionsNOxmgkm"|"THC+NOxEmissionsmgkm"|"ParticulatesNo_mgkm"|"Tipo"
"BMW"|"2 Series Gran Tourer F46, From June 2015"|1496|"Diesel"|4.7|3.8|4.1|60.1|74.3|68.9|109|808|6|67|95|NA|61|87|0.2|"Diesel"
"BMW"|"2 Series Gran Tourer F46, From June 2015"|1496|"Diesel"|4.7|3.8|4.1|60.1|74.3|68.9|108|808|6|69|99|NA|53|79|0.04|"Diesel"
"BMW"|"2 Series Gran Tourer F46, From June 2015"|1496|"Diesel"|4.9|4|4.3|57.6|70.6|65.7|114|847|6|67|95|NA|61|87|0.2|"Diesel"
"BMW"|"2 Series Gran Tourer F46, From June 2015"|1496|"Diesel"|4.8|3.9|4.2|58.9|72.4|67.3|111|827|6|69|99|NA|53|79|0.04|"Diesel"
"BMW"|"2 Series Gran Tourer F46, From June 2015"|1995|"Diesel"|4.9|4.1|4.4|57.6|68.9|64.2|115|867|6|71|143|NA|32|39|0.03|"Diesel"
"BMW"|"2 Series Gran Tourer F46, From June 2015"|1995|"Diesel"|5.1|3.9|4.4|55.4|72.4|64.2|115|867|6|70|269|NA|44|88|0.09|"Diesel"
"BMW"|"2 Series Gran Tourer F46, From June 2015"|1995|"Diesel"|5.1|4.2|4.5|55.4|67.3|62.8|119|886|6|71|143|NA|32|39|0.03|"Diesel"
"BMW"|"2 Series Gran Tourer F46, From June 2015"|1995|"Diesel"|5.3|4.1|4.5|53.3|68.9|62.8|119|886|6|70|269|NA|44|88|0.09|"Diesel"
"BMW"|"2 Series Gran Tourer F46, From June 2015"|1499|"Petrol"|6.6|4.7|5.4|42.8|60.1|52.3|126|1053|6|69|264|36|11|NA|NA|"Gasolina"
"BMW"|"2 Series Gran Tourer F46, From June 2015"|1499|"Petrol"|6.5|4.6|5.3|43.5|61.4|53.3|123|1034|6|69|329|55|19|NA|NA|"Gasolina"
"BMW"|"2 Series Gran Tourer F46, From June 2015"|1499|"Petrol"|6.8|4.9|5.5|41.5|57.6|51.4|129|1072|6|69|264|36|11|NA|NA|"Gasolina"
"BMW"|"2 Series Gran Tourer F46, From June 2015"|1499|"Petrol"|6.7|4.8|5.5|42.2|58.9|51.4|127|1072|6|69|329|55|19|NA|NA|"Gasolina"
"BMW"|"2 Series Gran Tourer F46, From June 2015"|1995|"Diesel"|5.1|4.2|4.5|55.4|67.3|62.8|119|886|6|69|149|NA|24|64|0.1|"Diesel"
"BMW"|"2 Series Gran Tourer F46, From June 2015"|1995|"Diesel"|5.3|4.1|4.5|53.3|68.9|62.8|119|886|6|71|205|NA|34|74|0.2|"Diesel"
"BMW"|"2 Series Gran Tourer F46, From June 2015"|1995|"Diesel"|5.3|4.4|4.7|53.3|64.2|60.1|124|926|6|69|149|NA|24|64|0.1|"Diesel"
"BMW"|"2 Series Gran Tourer F46, From June 2015"|1995|"Diesel"|5.5|4.3|4.7|51.4|65.7|60.1|124|926|6|71|205|NA|34|74|0.2|"Diesel"
"BMW"|"2 Series Gran Tourer F46, From June 2015"|1995|"Diesel"|5.5|4.5|4.9|51.4|62.8|57.6|129|966|6|69|149|NA|24|64|0.1|"Diesel"
"BMW"|"2 Series Gran Tourer F46, From June 2015"|1995|"Diesel"|5.7|4.7|5.1|49.6|60.1|55.4|134|1004|6|69|149|NA|24|64|0.07|"Diesel"
"BMW"|"2 Series Gran Tourer F46, From June 2015"|1998|"Petrol"|8|5.2|6.3|35.3|54.3|44.8|145|1230|6|73|572|40|25|NA|NA|"Gasolina"
"BMW"|"2 Series Gran Tourer F46, From June 2015"|1998|"Petrol"|7.3|5.2|5.9|38.7|54.3|47.9|138|1150|6|71|404|65|19|NA|NA|"Gasolina"
"BMW"|"2 Series Gran Tourer F46, From June 2015"|1998|"Petrol"|7.5|5.3|6.1|37.7|53.3|46.3|142|1190|6|71|404|65|19|NA|NA|"Gasolina"
"BMW"|"2 Series Gran Tourer F46, From June 2015"|1998|"Petrol"|8.1|5.4|6.4|34.9|52.3|44.1|149|1249|6|73|572|40|25|NA|NA|"Gasolina"
"BMW"|"2 Series Gran Tourer F46, From March 2016"|1499|"Petrol"|6.6|4.8|5.5|42.8|58.9|51.4|127|1072|6|69|264|36|11|NA|NA|"Gasolina"
"BMW"|"2 Series Gran Tourer F46, From March 2016"|1499|"Petrol"|6.8|4.9|5.6|41.5|57.6|50.4|130|1093|6|69|264|36|11|NA|NA|"Gasolina"
"BMW"|"2 Series Gran Tourer F46, From March 2016"|1998|"Petrol"|7.3|5.2|6|38.7|54.3|47.1|139|1170|6|71|404|65|19|NA|NA|"Gasolina"
"BMW"|"2 Series Gran Tourer F46, From March 2016"|1998|"Petrol"|7.5|5.4|6.2|37.7|52.3|45.6|143|1208|6|71|404|65|19|NA|NA|"Gasolina"
"BMW"|"Coupe"|2979|"Petrol"|10.5|6.4|7.9|26.9|44.1|35.8|185|1539|6|72|196|50|15|NA|NA|"Gasolina"
"BMW"|"Coupe"|2979|"Petrol"|11.6|6.7|8.5|24.4|42.2|33.2|199|1660|6|72.5|298|43|23|NA|NA|"Gasolina"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|1995|"Diesel"|5.1|4|4.4|55.4|70.6|64.2|117|867|6|71|110|NA|26|29|0.1|"Diesel"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|1995|"Diesel"|5.5|4.1|4.6|51.4|68.9|61.4|121|906|6|72|200|NA|32|47|0.1|"Diesel"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|1995|"Diesel"|5.2|4.1|4.5|54.3|68.9|62.8|119|886|6|71|110|NA|26|29|0.1|"Diesel"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|1995|"Diesel"|5.6|4.1|4.7|50.4|68.9|60.1|123|926|6|72|200|NA|32|47|0.1|"Diesel"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|1995|"Diesel"|5.2|4.1|4.5|54.3|68.9|62.8|118|886|6|71|124|NA|31|35|0.08|"Diesel"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|1995|"Diesel"|5.6|4.2|4.7|50.4|67.3|60.1|125|926|6|73|247|NA|27|62|0.13|"Diesel"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|1995|"Diesel"|5.4|4.1|4.6|52.3|68.9|61.4|120|906|6|71|124|NA|31|35|0.08|"Diesel"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|1995|"Diesel"|5.7|4.3|4.8|49.6|65.7|58.9|127|945|6|72|247|NA|27|62|0.13|"Diesel"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|1995|"Diesel"|5.5|4.3|4.7|51.4|65.7|60.1|124|926|6|71|124|NA|31|35|0|"Diesel"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|1995|"Diesel"|5.6|4.3|4.8|50.4|65.7|58.9|126|945|6|71|124|NA|31|35|0|"Diesel"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|1997|"Petrol"|8.3|5.1|6.3|34|55.4|44.8|147|1230|6|68|278|45|19|NA|NA|"Gasolina"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|1997|"Petrol"|8.9|5.4|6.7|31.7|52.3|42.2|155|1306|6|71|253|29|21|NA|NA|"Gasolina"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|1997|"Petrol"|8.5|5.2|6.4|33.2|54.3|44.1|149|1249|6|68|278|45|19|NA|NA|"Gasolina"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|1997|"Petrol"|9|5.5|6.8|31.4|51.4|41.5|157|1328|6|71|253|29|21|NA|NA|"Gasolina"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|1997|"Petrol"|8.7|5.5|6.7|32.5|51.4|42.2|155|1306|6|68|278|45|19|NA|NA|"Gasolina"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|1997|"Petrol"|9.3|5.8|7.1|30.4|48.7|39.8|165|1384|6|70|285|37|27|NA|NA|"Gasolina"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|1997|"Petrol"|8.8|5.6|6.8|32.1|50.4|41.5|157|1328|6|68|278|45|19|NA|NA|"Gasolina"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|1997|"Petrol"|9.4|5.9|7.2|30.1|47.9|39.2|167|1406|6|70|285|37|27|NA|NA|"Gasolina"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|1995|"Diesel"|5.9|4.6|5.1|47.9|61.4|55.4|133|1004|6|68|67|NA|45|88|0.18|"Diesel"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|1995|"Diesel"|6.3|4.5|5.2|44.8|62.8|54.3|136|1025|6|72|253|NA|76|121|0.1|"Diesel"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|1995|"Diesel"|6|4.7|5.1|47.1|60.1|55.4|135|1004|6|68|67|NA|45|88|0.18|"Diesel"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|1995|"Diesel"|6.4|4.6|5.2|44.1|61.4|54.3|138|1025|6|72|253|NA|76|121|0.1|"Diesel"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|1997|"Petrol"|8.4|5.3|6.5|33.6|53.3|43.5|150|1267|6|73|264|37|32|NA|NA|"Gasolina"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|1997|"Petrol"|8.8|5.5|6.8|32.1|51.4|41.5|157|1328|6|74|389|35|32|NA|NA|"Gasolina"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|1997|"Petrol"|8.5|5.4|6.5|33.2|52.3|43.5|152|1267|6|73|264|37|32|NA|NA|"Gasolina"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|1997|"Petrol"|8.9|5.6|6.8|31.7|50.4|41.5|159|1328|6|74|389|35|32|NA|NA|"Gasolina"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|2993|"Diesel"|6.2|4.7|5.2|45.6|60.1|54.3|137|1025|6|70|246|NA|46|75|0.15|"Diesel"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|2993|"Diesel"|6.3|4.7|5.3|44.8|60.1|53.3|139|1044|6|70|246|NA|46|75|0.15|"Diesel"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|2993|"Diesel"|6.5|4.9|5.5|43.5|57.6|51.4|144|1083|6|70|246|NA|46|75|0.15|"Diesel"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|2993|"Diesel"|6.6|5|5.6|42.8|56.5|50.4|146|1104|6|70|246|NA|46|75|0.15|"Diesel"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|2993|"Diesel"|6.6|5.1|5.7|42.8|55.4|49.6|149|1122|6|69|226|NA|43|104|0.16|"Diesel"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|2993|"Diesel"|6.7|5.2|5.7|42.2|54.3|49.6|151|1122|6|69|226|NA|43|104|0.16|"Diesel"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|2979|"Petrol"|10.7|5.9|7.7|26.4|47.9|36.7|179|1501|6|70|298|37|13|NA|NA|"Gasolina"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|2979|"Petrol"|11.2|6.3|8.1|25.2|44.8|34.9|189|1579|6|74|406|56|12|NA|NA|"Gasolina"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|2979|"Petrol"|10.8|6|7.8|26.2|47.1|36.2|181|1522|6|70|298|37|13|NA|NA|"Gasolina"
"BMW"|"3 Series Gran Turismo F34, From June 2013"|2979|"Petrol"|11.3|6.4|8.2|25|44.1|34.4|191|1602|6|74|406|56|12|NA|NA|"Gasolina"
"BMW"|"3 Series Saloon F30, From February 2012"|1995|"Diesel"|4.9|3.7|4.1|57.6|76.3|68.9|109|808|6|68|232|NA|28|41|0.1|"Diesel"
"BMW"|"3 Series Saloon F30, From February 2012"|1995|"Diesel"|4.9|3.7|4.1|57.6|76.3|68.9|109|808|6|69|313|NA|42|68|0.06|"Diesel"
"BMW"|"3 Series Saloon F30, From February 2012"|1995|"Diesel"|5.1|3.8|4.3|55.4|74.3|65.7|113|847|6|68|232|NA|28|41|0.1|"Diesel"
"BMW"|"3 Series Saloon F30, From February 2012"|1995|"Diesel"|5.1|3.8|4.3|55.4|74.3|65.7|113|847|6|69|313|NA|42|68|0.06|"Diesel"
"BMW"|"3 Series Saloon F30, From February 2012"|1995|"Diesel"|5|3.8|4.2|56.5|74.3|67.3|111|827|6|68|175|NA|24|31|0.12|"Diesel"
"BMW"|"3 Series Saloon F30, From February 2012"|1995|"Diesel"|5.1|3.7|4.2|55.4|76.3|67.3|111|827|6|69|274|NA|32|50|0.15|"Diesel"
"BMW"|"3 Series Saloon F30, From February 2012"|1995|"Diesel"|5.3|3.9|4.4|53.3|72.4|64.2|116|867|6|68|175|NA|24|31|0.12|"Diesel"
"BMW"|"3 Series Saloon F30, From February 2012"|1995|"Diesel"|5.3|3.9|4.4|53.3|72.4|64.2|116|867|6|69|274|NA|32|50|0.15|"Diesel"
"BMW"|"3 Series Saloon F30, From February 2012"|1499|"Petrol"|6.5|4.5|5.2|43.5|62.8|54.3|122|1015|6|67|182|35|17|NA|NA|"Gasolina"
"BMW"|"3 Series Saloon F30, From February 2012"|1499|"Petrol"|6.7|4.5|5.4|42.2|62.8|52.3|124|1053|6|72|140|24|13|NA|NA|"Gasolina"
"BMW"|"3 Series Saloon F30, From February 2012"|1499|"Petrol"|6.7|4.6|5.4|42.2|61.4|52.3|126|1053|6|67|182|35|17|NA|NA|"Gasolina"
"BMW"|"3 Series Saloon F30, From February 2012"|1499|"Petrol"|7|4.7|5.5|40.4|60.1|51.4|129|1072|6|72|140|24|13|NA|NA|"Gasolina"
"BMW"|"3 Series Saloon F30, From February 2012"|1995|"Diesel"|5|3.6|4.1|56.5|78.5|68.9|109|808|6|73|148|NA|30|38|0.1|"Diesel"
"BMW"|"3 Series Saloon F30, From February 2012"|1995|"Diesel"|5.2|3.8|4.3|54.3|74.3|65.7|113|847|6|75|157|NA|34|46|0.1|"Diesel"
"BMW"|"3 Series Saloon F30, From February 2012"|1995|"Diesel"|4.8|3.5|4|58.9|80.7|70.6|104|788|6|73|148|NA|30|38|0.1|"Diesel"
"BMW"|"3 Series Saloon F30, From February 2012"|1995|"Diesel"|5|3.6|4.1|56.5|78.5|68.9|108|808|6|75|157|NA|34|46|0.1|"Diesel"
"BMW"|"3 Series Saloon F30, From February 2012"|1995|"Diesel"|4.6|3.3|3.8|61.4|85.6|74.3|99|749|6|73|148|NA|30|38|0.1|"Diesel"
"BMW"|"3 Series Saloon F30, From February 2012"|1995|"Diesel"|4.7|3.4|3.9|60.1|83.1|72.4|102|769|6|75|157|NA|34|46|0.1|"Diesel"
"BMW"|"3 Series Saloon F30, From February 2012"|1995|"Diesel"|5|3.8|4.2|56.5|74.3|67.3|111|827|6|73|128|NA|23|29|0.13|"Diesel"
"BMW"|"3 Series Saloon F30, From February 2012"|1995|"Diesel"|5.1|3.7|4.2|55.4|76.3|67.3|111|827|6|75|147|NA|38|48|0.16|"Diesel"
"BMW"|"3 Series Saloon F30, From February 2012"|1995|"Diesel"|5.2|3.9|4.4|54.3|72.4|64.2|116|867|6|73|128|NA|23|29|0.13|"Diesel"
"BMW"|"3 Series Saloon F30, From February 2012"|1995|"Diesel"|5.3|3.9|4.4|53.3|72.4|64.2|116|867|6|75|147|NA|38|48|0.16|"Diesel"
"BMW"|"3 Series Saloon F30, From February 2012"|1995|"Diesel"|5.3|4|4.5|53.3|70.6|62.8|118|886|6|73|128|NA|23|29|0.07|"Diesel"
"BMW"|"3 Series Saloon F30, From February 2012"|1995|"Diesel"|5.5|3.9|4.5|51.4|72.4|62.8|119|886|6|75|147|NA|38|48|0.16|"Diesel"
"BMW"|"3 Series Saloon F30, From February 2012"|1995|"Diesel"|5.5|4.2|4.7|51.4|67.3|60.1|123|926|6|73|128|NA|23|29|0|"Diesel"
"BMW"|"3 Series Saloon F30, From February 2012"|1995|"Diesel"|5.8|4.2|4.8|48.7|67.3|58.9|126|945|6|75|147|NA|38|48|0.1|"Diesel"
"BMW"|"3 Series Saloon F30, From February 2012"|1998|"Petrol"|7.3|4.5|5.5|38.7|62.8|51.4|129|1072|6|66|151|40|25|NA|NA|"Gasolina"
"BMW"|"3 Series Saloon F30, From February 2012"|1998|"Petrol"|7.7|4.7|5.8|36.7|60.1|48.7|134|1131|6|71|214|54|23|NA|NA|"Gasolina"
"BMW"|"3 Series Saloon F30, From February 2012"|1998|"Petrol"|7.6|4.7|5.8|37.2|60.1|48.7|134|1131|6|66|151|40|25|NA|NA|"Gasolina"
"BMW"|"3 Series Saloon F30, From February 2012"|1998|"Petrol"|7.9|4.8|5.9|35.8|58.9|47.9|138|1150|6|71|214|54|23|NA|NA|"Gasolina"
"BMW"|"3 Series Saloon F30, From February 2012"|1998|"Petrol"|7.7|4.8|5.9|36.7|58.9|47.9|137|1150|6|66|151|40|25|NA|NA|"Gasolina"
"BMW"|"3 Series Saloon F30, From February 2012"|1998|"Petrol"|8.7|5.4|6.6|32.5|52.3|42.8|154|1287|6|71|214|57|25|NA|NA|"Gasolina"
"BMW"|"3 Series Saloon F30, From February 2012"|1998|"Petrol"|8|5|6.1|35.3|56.5|46.3|142|1190|6|66|151|40|25|NA|NA|"Gasolina"
"BMW"|"3 Series Saloon F30, From February 2012"|1998|"Petrol"|9|5.5|6.8|31.4|51.4|41.5|159|1328|6|71|214|57|25|NA|NA|"Gasolina"
"BMW"|"3 Series Saloon F30, From February 2012"|1995|"Diesel"|5.7|4|4.6|49.6|70.6|61.4|122|906|6|68|143|NA|24|36|0.13|"Diesel"
"BMW"|"3 Series Saloon F30, From February 2012"|1995|"Diesel"|6.1|4.3|4.9|46.3|65.7|57.6|129|966|6|74|166|NA|32|55|0.17|"Diesel"
"BMW"|"3 Series Saloon F30, From February 2012"|1995|"Diesel"|5.8|4.2|4.8|48.7|67.3|58.9|125|945|6|68|143|NA|24|36|0.13|"Diesel"
"BMW"|"3 Series Saloon F30, From February 2012"|1995|"Diesel"|6.2|4.3|5|45.6|65.7|56.5|132|985|6|74|166|NA|32|55|0.17|"Diesel"
"BMW"|"3 Series Saloon F30, From February 2012"|2993|"Diesel"|5.8|4.6|5|48.7|61.4|56.5|131|985|6|74|250|NA|58|118|0.2|"Diesel"
"BMW"|"3 Series Saloon F30, From February 2012"|2993|"Diesel"|6.1|4.8|5.3|46.3|58.9|53.3|139|1044|6|74|250|NA|58|118|0.2|"Diesel"
"BMW"|"3 Series Saloon F30, From February 2012"|1998|"Electricity / Petrol"|NA|NA|2.1|NA|NA|134.5|49|410|6|74|82|18|6|NA|NA|"HEV"
"BMW"|"3 Series Saloon F30, From February 2012"|1998|"Electricity / Petrol"|NA|NA|1.9|NA|NA|148.7|45|371|6|74|82|18|6|NA|NA|"HEV"
"BMW"|"3 Series Saloon F30, From February 2012"|1998|"Electricity / Petrol"|NA|NA|1.9|NA|NA|148.7|44|371|6|74|82|18|6|NA|NA|"HEV"
"BMW"|"3 Series Saloon F30, From February 2012"|1998|"Petrol"|7.4|4.9|5.8|38.2|57.6|48.7|136|1131|6|73|145|38|37|NA|NA|"Gasolina"
"BMW"|"3 Series Saloon F30, From February 2012"|1998|"Petrol"|8.4|5.4|6.5|33.6|52.3|43.5|151|1267|6|75|221|54|19|NA|NA|"Gasolina"
"BMW"|"3 Series Saloon F30, From February 2012"|2993|"Diesel"|6.5|4.9|5.5|43.5|57.6|51.4|145|1083|6|69|341|NA|54|101|0.13|"Diesel"
"BMW"|"3 Series Saloon F30, From February 2012"|2998|"Petrol"|9.1|5.5|6.8|31|51.4|41.5|159|1328|6|71|133|36|36|NA|NA|"Gasolina"
"BMW"|"3 Series Saloon F30, From February 2012"|2998|"Petrol"|10.4|6.1|7.7|27.2|46.3|36.7|179|1501|6|73|238|33|41|NA|NA|"Gasolina"
"BMW"|"3 Series Saloon F30, From February 2012"|2979|"Petrol Electric"|5.5|6.2|5.9|51.4|45.6|47.9|139|1150|6|70|141|56|4|NA|NA|"HEV"
"BMW"|"3 Series Saloon F30, From February 2012"|2979|"Petrol Electric"|5.6|6.3|6|50.4|44.8|47.1|141|1170|6|70|141|56|4|NA|NA|"HEV"
"BMW"|"3 Series Touring F31, from September 2012"|1995|"Diesel"|5.3|3.9|4.4|53.3|72.4|64.2|116|867|6|68|232|NA|28|41|0.1|"Diesel"
"BMW"|"3 Series Touring F31, from September 2012"|1995|"Diesel"|5.3|3.9|4.4|53.3|72.4|64.2|116|867|6|69|313|NA|42|68|0.06|"Diesel"
"BMW"|"3 Series Touring F31, from September 2012"|1995|"Diesel"|5.5|4|4.6|51.4|70.6|61.4|120|906|6|68|232|NA|28|41|0.1|"Diesel"
"BMW"|"3 Series Touring F31, from September 2012"|1995|"Diesel"|5.5|4|4.6|51.4|70.6|61.4|120|906|6|69|313|NA|42|68|0.06|"Diesel"
"BMW"|"3 Series Touring F31, from September 2012"|1995|"Diesel"|5.2|3.8|4.3|54.3|74.3|65.7|114|847|6|68|175|NA|24|31|0.12|"Diesel"
"BMW"|"3 Series Touring F31, from September 2012"|1995|"Diesel"|5.4|3.9|4.5|52.3|72.4|62.8|117|886|6|69|274|NA|32|50|0.15|"Diesel"
"BMW"|"3 Series Touring F31, from September 2012"|1995|"Diesel"|5.4|4|4.5|52.3|70.6|62.8|119|886|6|68|175|NA|24|31|0.12|"Diesel"
"BMW"|"3 Series Touring F31, from September 2012"|1995|"Diesel"|5.6|4|4.6|50.4|70.6|61.4|122|906|6|69|274|NA|32|50|0.15|"Diesel"
"BMW"|"3 Series Touring F31, from September 2012"|1499|"Petrol"|6.8|4.8|5.5|41.5|58.9|51.4|129|1072|6|67|182|35|17|NA|NA|"Gasolina"
"BMW"|"3 Series Touring F31, from September 2012"|1499|"Petrol"|7.2|4.8|5.7|39.2|58.9|49.6|133|1111|6|72|140|24|13|NA|NA|"Gasolina"
"BMW"|"3 Series Touring F31, from September 2012"|1499|"Petrol"|7.2|5|5.8|39.2|56.5|48.7|134|1131|6|67|182|35|17|NA|NA|"Gasolina"
"BMW"|"3 Series Touring F31, from September 2012"|1499|"Petrol"|7.4|5|5.9|38.2|56.5|47.9|137|1150|6|72|140|24|13|NA|NA|"Gasolina"
"BMW"|"3 Series Touring F31, from September 2012"|1995|"Diesel"|5.3|3.9|4.4|53.3|72.4|64.2|116|867|6|73|148|NA|30|38|0.13|"Diesel"
"BMW"|"3 Series Touring F31, from September 2012"|1995|"Diesel"|5.5|3.9|4.5|51.4|72.4|62.8|118|886|6|75|157|NA|34|46|0.17|"Diesel"
"BMW"|"3 Series Touring F31, from September 2012"|1995|"Diesel"|5.1|3.7|4.2|55.4|76.3|67.3|111|827|6|73|148|NA|30|38|0.13|"Diesel"
"BMW"|"3 Series Touring F31, from September 2012"|1995|"Diesel"|5.2|3.8|4.3|54.3|74.3|65.7|114|847|6|75|157|NA|34|46|0.17|"Diesel"
"BMW"|"3 Series Touring F31, from September 2012"|1995|"Diesel"|4.8|3.5|4|58.9|80.7|70.6|104|788|6|73|148|NA|30|38|0.1|"Diesel"
"BMW"|"3 Series Touring F31, from September 2012"|1995|"Diesel"|5|3.6|4.1|56.5|78.5|68.9|107|808|6|75|157|NA|34|46|0.1|"Diesel"
"BMW"|"3 Series Touring F31, from September 2012"|1995|"Diesel"|5.1|3.9|4.3|55.4|72.4|65.7|114|847|6|73|128|NA|23|29|0.13|"Diesel"
"BMW"|"3 Series Touring F31, from September 2012"|1995|"Diesel"|5.4|3.9|4.5|52.3|72.4|62.8|118|886|6|75|147|NA|38|48|0.16|"Diesel"
"BMW"|"3 Series Touring F31, from September 2012"|1995|"Diesel"|5.4|4|4.5|52.3|70.6|62.8|119|886|6|73|128|NA|23|29|0.13|"Diesel"
"BMW"|"3 Series Touring F31, from September 2012"|1995|"Diesel"|5.7|4.1|4.7|49.6|68.9|60.1|123|926|6|75|147|NA|38|48|0.16|"Diesel"
"BMW"|"3 Series Touring F31, from September 2012"|1995|"Diesel"|5.6|4.2|4.7|50.4|67.3|60.1|124|926|6|73|128|NA|23|29|0.07|"Diesel"
"BMW"|"3 Series Touring F31, from September 2012"|1995|"Diesel"|5.9|4.3|4.9|47.9|65.7|57.6|128|966|6|75|147|NA|38|48|0.16|"Diesel"
"BMW"|"3 Series Touring F31, from September 2012"|1995|"Diesel"|5.8|4.4|4.9|48.7|64.2|57.6|129|966|6|73|128|28|23|29|0|"Diesel"
"BMW"|"3 Series Touring F31, from September 2012"|1995|"Diesel"|6.1|4.4|5|46.3|64.2|56.5|133|985|6|75|147|29|38|48|0.1|"Diesel"
"BMW"|"3 Series Touring F31, from September 2012"|1998|"Petrol"|7.6|4.7|5.8|37.2|60.1|48.7|134|1131|6|66|151|40|25|NA|NA|"Gasolina"
"BMW"|"3 Series Touring F31, from September 2012"|1998|"Petrol"|8.1|4.9|6.1|34.9|57.6|46.3|141|1190|6|71|214|54|23|NA|NA|"Gasolina"
"BMW"|"3 Series Touring F31, from September 2012"|1998|"Petrol"|7.8|4.8|5.9|36.2|58.9|47.9|138|1150|6|66|151|40|25|NA|NA|"Gasolina"
"BMW"|"3 Series Touring F31, from September 2012"|1998|"Petrol"|8.4|5.1|6.3|33.6|55.4|44.8|147|1230|6|71|214|54|23|NA|NA|"Gasolina"
"BMW"|"3 Series Touring F31, from September 2012"|1998|"Petrol"|8.3|5.2|6.3|34|54.3|44.8|147|1230|6|66|151|40|25|NA|NA|"Gasolina"
"BMW"|"3 Series Touring F31, from September 2012"|1998|"Petrol"|9.2|5.7|7|30.7|49.6|40.4|164|1364|6|71|213|57|25|NA|NA|"Gasolina"
"BMW"|"3 Series Touring F31, from September 2012"|1998|"Petrol"|8.5|5.3|6.5|33.2|53.3|43.5|151|1267|6|66|151|40|25|NA|NA|"Gasolina"
"BMW"|"3 Series Touring F31, from September 2012"|1998|"Petrol"|9.5|6|7.3|29.7|47.1|38.7|169|1424|6|71|213|57|25|NA|NA|"Gasolina"
"BMW"|"3 Series Touring F31, from September 2012"|2993|"Diesel"|5.9|4.7|5.1|47.9|60.1|55.4|135|1004|6|73|294|NA|58|106|0.2|"Diesel"
"BMW"|"3 Series Touring F31, from September 2012"|2993|"Diesel"|6.1|4.8|5.3|46.3|58.9|53.3|138|1044|6|74|250|NA|58|118|0.2|"Diesel"
"BMW"|"3 Series Touring F31, from September 2012"|2993|"Diesel"|6.4|5|5.5|44.1|56.5|51.4|145|1083|6|74|250|NA|58|118|0.2|"Diesel"
"BMW"|"3 Series Touring F31, from September 2012"|1998|"Petrol"|7.7|5.2|6.1|36.7|54.3|46.3|143|1190|6|73|145|38|37|NA|NA|"Gasolina"
"BMW"|"3 Series Touring F31, from September 2012"|1998|"Petrol"|8.7|5.6|6.7|32.5|50.4|42.2|157|1306|6|75|221|54|19|NA|NA|"Gasolina"
"BMW"|"3 Series Touring F31, from September 2012"|2993|"Diesel"|6.8|5.2|5.7|41.5|54.3|49.6|151|1122|6|69|341|NA|54|101|0.1|"Diesel"
"BMW"|"3 Series Touring F31, from September 2012"|2998|"Petrol"|9.3|5.7|7|30.4|49.6|40.4|164|1364|6|71|133|36|36|NA|NA|"Gasolina"
"BMW"|"4 Series Convertible F33, From March 2014"|1995|"Diesel"|5.2|3.9|4.4|54.3|72.4|64.2|116|867|6|73|128|NA|23|29|0.08|"Diesel"
"BMW"|"4 Series Convertible F33, From March 2014"|1995|"Diesel"|5.7|4.3|4.8|49.6|65.7|58.9|127|945|6|75|147|NA|38|48|0.13|"Diesel"
